sample.id,TSNE 1,TSNE_2
BE-001,-15.508896,-8.006325
BE-003,8.839269,4.38657
BE-004,-14.076478,-21.445887
BE-005,9.263962,7.8270926
BE-007,-5.6033053,-16.629486
BE-008,-7.2400136,-18.868536
BE-009,5.946401,17.765097
BE-011,4.8611617,-2.7654045
BE-013,10.803308,-2.3926272
BE-014,-4.7571335,-9.081026
BE-015,13.25174,-1.720615
BE-016,-14.02363,-18.650303
BE-021,-12.004453,-6.953453
BE-026,17.308554,9.297712
BE-027,16.393927,12.854905
BE-031,-4.8638,-16.778486
BE-035,8.101826,10.933656
BE-038,7.531332,8.73791
BE-044,7.611044,-3.626058
BE-045,-8.095533,-9.91866
BE-046,8.646827,-1.9185561
BE-048,10.024331,19.156536
BE-049,-19.81935,-14.722385
BE-052,13.120967,0.9757973
BE-053,-17.109873,-14.73129
BE-054,7.311486,17.778812
BE-055,5.5864267,17.021002
BE-056,12.875809,15.84209
BE-057,14.286341,3.84266
BE-059,18.46763,9.141728
BE-061,-1.80279,-13.873387
BE-065,-5.917625,-19.664322
BE-066,-11.459872,-8.653693
BE-067,15.655383,4.822295
BE-070,-15.792902,-19.055593
BE-073,9.838267,19.413519
BE-074,12.493548,19.91814
BE-077,8.403487,-0.2763306
BE-080,-15.685336,-15.78231
BE-082,14.578946,11.560234
BE-087,9.636899,6.518918
BE-090,16.587809,12.062917
BE-091,-19.170103,-14.523307
BE-095,-11.014918,-6.2587876
BE-096,-15.527081,-16.38996
BE-100,6.2416964,17.09909
BE-101,17.030127,14.078552
BE-106,-3.3600585,-14.798887
BE-113,15.799875,0.55811834
BE-117,-1.3450485,-15.052571
BE-119,-14.3466835,-3.3456304
BE-122,-15.682855,-3.1749659
BE-124,11.120134,-3.347832
BE-127,-9.0453415,-5.436805
BE-128,-16.504053,-14.76667
BE-133,-14.907642,-16.671232
BE-134,18.170639,9.609911
BE-140,15.942188,6.7002363
BE-141,15.349721,3.4467158
BE-142,8.545966,8.8277645
BE-149,-0.6242158,15.477
BE-150,3.2442791,7.7402687
BE-153,16.469505,1.5343548
BE-162,-1.2407674,15.094949
BE-163,-12.644347,-20.020355
BE-164,-0.36533642,14.486948
BE-170,4.9086337,-0.6763757
BE-171,-14.421929,-19.563635
BE-172,2.387333,6.574629
BE-174,-6.8526883,-10.856036
BE-182,9.359132,7.463781
