sample.id,assignment
BE-001,1
BE-003,2
BE-004,1
BE-005,2
BE-007,1
BE-008,1
BE-009,3
BE-011,2
BE-013,2
BE-014,1
BE-015,2
BE-016,1
BE-021,1
BE-026,2
BE-027,3
BE-031,1
BE-035,2
BE-038,2
BE-044,2
BE-045,1
BE-046,2
BE-048,3
BE-049,1
BE-052,2
BE-053,1
BE-054,3
BE-055,3
BE-056,3
BE-057,2
BE-059,2
BE-061,1
BE-065,1
BE-066,1
BE-067,2
BE-070,1
BE-073,3
BE-074,3
BE-077,2
BE-080,1
BE-082,2
BE-087,2
BE-090,2
BE-091,1
BE-095,1
BE-096,1
BE-100,3
BE-101,3
BE-106,1
BE-113,2
BE-117,1
BE-119,1
BE-122,1
BE-124,2
BE-127,1
BE-128,1
BE-133,1
BE-134,2
BE-140,2
BE-141,2
BE-142,2
BE-149,3
BE-150,2
BE-153,2
BE-162,3
BE-163,1
BE-164,3
BE-170,2
BE-171,1
BE-172,2
BE-174,1
BE-182,2
BE-193,2
BS-001,1
BS-003,2
BS-005,2
BS-008,2
BS-015,3
BS-022,3
BS-051,1
BS-053,3
BS-059,2
BS-064,1
BS-066,2
BS-068,2
BS-080,1
CH-055,2
CH-056,3
CH-057,1
CH-058,2
CH-059,1
CH-064,1
CH-065,2
CH-066,1
CH-067,1
CH-069,1
CH-071,1
CH-072,1
CH-075,1
CH-080,1
GE-002,3
GE-015,2
GE-016,2
GE-017,3
GE-018,2
GE-019,2
GE-020,1
GE-021,1
GE-022,2
GE-023,3
GE-024,3
GE-025,1
GE-030,2
GE-031,3
GE-032,2
GE-038,2
GE-041,1
GE-044,3
GE-048,3
GE-054,1
GE-056,2
GE-062,2
GE-076,1
GE-080,2
LAU-001,2
LAU-002,2
LAU-004,1
LAU-005,2
LAU-006,2
LAU-010,1
LAU-011,2
LAU-014,2
LAU-019,1
LAU-020,1
LAU-024,2
LAU-025,3
LAU-028,1
LAU-032,3
LAU-033,1
LAU-036,1
LAU-038,1
LAU-040,1
LAU-042,1
LAU-043,1
LAU-044,1
LAU-047,1
LAU-049,1
LAU-052,1
LAU-053,2
LAU-054,1
LAU-055,2
LAU-058,1
LAU-059,2
LAU-061,2
LAU-064,1
LAU-066,2
LAU-067,3
LAU-071,1
LAU-072,3
LAU-073,2
LAU-074,3
LAU-076,1
LAU-078,1
LAU-089,3
LAU-093,2
LAU-097,3
LAU-100,1
LAU-101,1
LAU-102,3
LAU-108,2
LAU-113,2
LAU-123,1
LAU-124,1
LAU-125,1
LAU-128,2
LAU-137,1
LAU-138,1
LAU-142,1
LAU-144,2
LAU-155,1
LAU-156,2
LAU-158,1
LAU-159,1
LAU-161,1
LAU-176,1
LAU-179,1
LAU-184,1
LAU-185,1
LAU-188,1
LAU-189,1
LAU-191,1
SG-002,3
SG-004,3
SG-008,1
SG-010,1
SG-013,1
SG-014,1
SG-016,2
SG-018,3
SG-019,2
SG-022,1
SG-023,1
SG-026,3
SG-027,2
SG-028,1
SG-029,1
SG-030,2
SG-034,1
SG-036,2
SG-037,3
SG-038,1
SG-041,1
SG-044,1
SG-045,1
SG-047,1
SG-048,2
SG-049,1
SG-052,1
SG-053,2
SG-058,1
SG-059,1
SG-060,2
SG-061,1
SG-062,1
SG-063,3
SG-064,1
SG-073,1
SG-075,1
SG-084,1
SG-090,1
SG-094,1
SG-095,1
SG-096,1
SG-099,1
SG-101,3
SG-102,1
SG-104,1
SG-110,1
SG-112,1
SG-114,1
SG-115,3
SG-117,2
SG-125,1
SG-126,3
SG-128,1
SG-132,3
SG-135,1
ZH-001,2
ZH-002,1
ZH-003,2
ZH-005,2
ZH-007,3
ZH-008,3
ZH-009,1
ZH-011,3
ZH-012,2
ZH-013,2
ZH-014,1
ZH-015,3
ZH-017,1
ZH-018,1
ZH-019,1
ZH-021,3
ZH-022,3
ZH-026,2
ZH-029,3
ZH-030,3
ZH-032,2
ZH-033,3
ZH-034,3
ZH-035,1
ZH-038,2
ZH-039,2
ZH-040,2
ZH-042,3
ZH-043,3
ZH-045,2
ZH-048,2
ZH-050,2
ZH-051,1
ZH-052,2
ZH-053,3
ZH-054,3
ZH-055,2
ZH-057,1
ZH-058,2
ZH-061,3
ZH-062,3
ZH-064,1
ZH-065,3
ZH-066,3
ZH-067,3
ZH-068,2
ZH-069,2
ZH-071,3
ZH-072,3
ZH-074,2
ZH-075,3
ZH-076,3
ZH-078,2
ZH-079,3
ZH-080,3
ZH-081,1
ZH-082,2
ZH-083,1
ZH-084,3
ZH-085,2
ZH-091,2
ZH-094,2
ZH-095,2
ZH-096,1
ZH-098,1
ZH-103,3
ZH-104,1
ZH-105,3
ZH-106,2
ZH-107,3
ZH-108,2
ZH-110,1
ZH-111,2
ZH-114,3
ZH-115,3
ZH-116,3
ZH-117,2
ZH-120,3
ZH-123,2
ZH-126,3
ZH-128,3
ZH-131,1
ZH-133,2
ZH-135,2
ZH-138,3
ZH-139,3
ZH-142,3
ZH-143,2
ZH-149,3
ZH-151,3
ZH-154,2
ZH-155,1
ZH-163,3
ZH-167,1
ZH-170,2
ZH-171,2
ZH-172,3
ZH-173,2
ZH-175,1
ZH-177,1
ZH-178,2
ZH-182,2
ZH-184,2
ZH-189,3
ZH-190,1
ZH-191,3
ZH-192,3
ZH-193,3
ZH-194,1
ZH-195,2
ZH-200,3
ZH-201,1
ZH-202,1
ZH-206,2
ZH-208,2
ZH-211,2
ZH-213,1
ZH-218,3
ZH-219,2
ZH-220,3
ZH-222,3
ZH-224,2
ZH-226,3
ZH-227,1
ZH-228,2
ZH-231,2
ZH-232,3
ZH-234,3
ZH-235,3
ZH-236,3
ZH-238,3
ZH-239,2
ZH-242,2
ZH-243,1
ZH-244,2
ZH-246,1
ZH-254,2
ZH-255,3
ZH-257,2
ZH-258,1
ZH-259,3
