sample.id,assignment
BE-001,3
BE-003,1
BE-004,5
BE-005,2
BE-007,3
BE-008,5
BE-009,2
BE-011,1
BE-013,1
BE-014,5
BE-015,5
BE-016,5
BE-021,3
BE-026,5
BE-027,3
BE-031,5
BE-035,1
BE-038,1
BE-044,1
BE-045,3
BE-046,1
BE-048,4
BE-049,5
BE-052,1
BE-053,5
BE-054,4
BE-055,4
BE-056,4
BE-057,1
BE-059,3
BE-061,5
BE-065,4
BE-066,4
BE-067,5
BE-070,5
BE-073,4
BE-074,4
BE-077,1
BE-080,5
BE-082,4
BE-087,1
BE-090,4
BE-091,5
BE-095,4
BE-096,5
BE-100,2
BE-101,3
BE-106,3
BE-113,1
BE-117,5
BE-119,4
BE-122,4
BE-124,1
BE-127,3
BE-128,5
BE-133,5
BE-134,5
BE-140,1
BE-141,1
BE-142,2
BE-149,2
BE-150,2
BE-153,1
BE-162,2
BE-163,3
BE-164,2
BE-170,1
BE-171,3
BE-172,2
BE-174,3
BE-182,1
BE-193,1
BS-001,4
BS-003,4
BS-005,1
BS-008,1
BS-015,4
BS-022,4
BS-051,4
BS-053,4
BS-059,1
BS-064,4
BS-066,1
BS-068,2
BS-080,5
CH-055,1
CH-056,4
CH-057,3
CH-058,1
CH-059,3
CH-064,4
CH-065,1
CH-066,5
CH-067,3
CH-069,5
CH-071,3
CH-072,5
CH-075,5
CH-080,5
GE-002,2
GE-015,1
GE-016,1
GE-017,2
GE-018,5
GE-019,1
GE-020,5
GE-021,5
GE-022,1
GE-023,4
GE-024,2
GE-025,4
GE-030,5
GE-031,4
GE-032,1
GE-038,5
GE-041,3
GE-044,2
GE-048,4
GE-054,3
GE-056,1
GE-062,1
GE-076,3
GE-080,3
LAU-001,3
LAU-002,2
LAU-004,3
LAU-005,1
LAU-006,1
LAU-010,5
LAU-011,1
LAU-014,5
LAU-019,5
LAU-020,4
LAU-024,5
LAU-025,4
LAU-028,3
LAU-032,2
LAU-033,5
LAU-036,2
LAU-038,3
LAU-040,3
LAU-042,3
LAU-043,3
LAU-044,4
LAU-047,3
LAU-049,5
LAU-052,2
LAU-053,2
LAU-054,3
LAU-055,1
LAU-058,4
LAU-059,1
LAU-061,1
LAU-064,3
LAU-066,1
LAU-067,2
LAU-071,4
LAU-072,4
LAU-073,1
LAU-074,3
LAU-076,4
LAU-078,3
LAU-089,4
LAU-093,1
LAU-097,5
LAU-100,3
LAU-101,5
LAU-102,4
LAU-108,1
LAU-113,1
LAU-123,3
LAU-124,4
LAU-125,4
LAU-128,1
LAU-137,3
LAU-138,4
LAU-142,4
LAU-144,5
LAU-155,4
LAU-156,1
LAU-158,3
LAU-159,3
LAU-161,3
LAU-176,5
LAU-179,5
LAU-184,5
LAU-185,3
LAU-188,3
LAU-189,5
LAU-191,3
SG-002,4
SG-004,4
SG-008,4
SG-010,5
SG-013,3
SG-014,5
SG-016,1
SG-018,4
SG-019,1
SG-022,3
SG-023,3
SG-026,2
SG-027,1
SG-028,3
SG-029,4
SG-030,1
SG-034,5
SG-036,5
SG-037,2
SG-038,5
SG-041,3
SG-044,5
SG-045,5
SG-047,4
SG-048,1
SG-049,3
SG-052,5
SG-053,1
SG-058,5
SG-059,4
SG-060,1
SG-061,5
SG-062,3
SG-063,2
SG-064,5
SG-073,2
SG-075,3
SG-084,3
SG-090,3
SG-094,5
SG-095,4
SG-096,5
SG-099,5
SG-101,4
SG-102,4
SG-104,5
SG-110,4
SG-112,3
SG-114,3
SG-115,4
SG-117,1
SG-125,3
SG-126,4
SG-128,4
SG-132,4
SG-135,5
ZH-001,1
