sample.id,assignment
ZH-002,4
ZH-003,1
ZH-005,2
ZH-007,4
ZH-008,4
ZH-009,2
ZH-011,4
ZH-012,1
ZH-013,1
ZH-014,5
ZH-015,2
ZH-017,5
ZH-018,5
ZH-019,5
ZH-021,2
ZH-022,2
ZH-026,2
ZH-029,4
ZH-030,2
ZH-032,1
ZH-033,4
ZH-034,4
ZH-035,5
ZH-038,1
ZH-039,1
ZH-040,1
ZH-042,2
ZH-043,2
ZH-045,2
ZH-048,1
ZH-050,1
ZH-051,5
ZH-052,4
ZH-053,2
ZH-054,2
ZH-055,4
ZH-057,5
ZH-058,1
ZH-061,4
ZH-062,2
ZH-064,5
ZH-065,4
ZH-066,4
ZH-067,4
ZH-068,1
ZH-069,1
ZH-071,2
ZH-072,2
ZH-074,4
ZH-075,2
ZH-076,2
ZH-078,1
ZH-079,2
ZH-080,4
ZH-081,4
ZH-082,1
ZH-083,4
ZH-084,2
ZH-085,2
ZH-091,1
ZH-094,1
ZH-095,2
ZH-096,3
ZH-098,4
ZH-103,5
ZH-104,5
ZH-105,4
ZH-106,5
ZH-107,2
ZH-108,2
ZH-110,3
ZH-111,1
ZH-114,4
ZH-115,4
ZH-116,2
ZH-117,1
ZH-120,2
ZH-123,1
ZH-126,5
ZH-128,4
ZH-131,5
ZH-133,1
ZH-135,2
ZH-138,4
ZH-139,2
ZH-142,4
ZH-143,1
ZH-149,2
ZH-151,2
ZH-154,1
ZH-155,5
ZH-163,4
ZH-167,3
ZH-170,1
ZH-171,1
ZH-172,2
ZH-173,1
ZH-175,3
ZH-177,3
ZH-178,1
ZH-182,1
ZH-184,1
ZH-189,2
ZH-190,5
ZH-191,4
ZH-192,2
ZH-193,2
ZH-194,5
ZH-195,1
ZH-200,2
ZH-201,4
ZH-202,4
ZH-206,5
ZH-208,2
ZH-211,1
ZH-213,4
ZH-218,2
ZH-219,1
ZH-220,2
ZH-222,2
ZH-224,1
ZH-226,2
ZH-227,4
ZH-228,1
ZH-231,4
ZH-232,2
ZH-234,2
ZH-235,4
ZH-236,2
ZH-238,2
ZH-239,1
ZH-242,1
ZH-243,4
ZH-244,1
ZH-246,5
ZH-254,1
ZH-255,2
ZH-257,4
ZH-258,3
ZH-259,4
