sample.id,TSNE 1,TSNE_2
BE-001,29.379318,-1.2204272
BE-003,-23.333872,-0.8336597
BE-004,32.183,45.575203
BE-005,-24.878166,-9.026362
BE-007,28.3254,16.818344
BE-008,29.424562,35.485798
BE-009,-22.384394,-28.076328
BE-011,-16.443079,8.7692375
BE-013,-9.7101555,2.1142194
BE-014,22.306257,43.627304
BE-015,13.414684,33.257088
BE-016,38.72303,28.02681
BE-021,25.787996,2.032376
BE-026,4.42001,28.149641
BE-027,7.239421,22.442108
BE-031,24.959385,36.79925
BE-035,-34.990414,8.072987
BE-038,-33.905537,7.9351873
BE-044,-14.414224,14.028286
BE-045,21.876842,10.485148
BE-046,-13.50388,10.577862
BE-048,10.939154,-14.543663
BE-049,36.602722,45.965298
BE-052,-2.5667284,1.2955476
BE-053,38.07356,35.128094
BE-054,-10.901966,-26.80026
BE-055,-12.499358,-29.022697
BE-056,-3.2366054,-13.4384575
BE-057,-10.819501,-5.7415776
BE-059,14.288425,12.901133
BE-061,26.032312,43.910908
BE-065,7.50349,-31.01751
BE-066,10.90866,-42.719215
BE-067,11.552282,34.900753
BE-070,33.598225,39.116455
BE-073,7.0523767,-15.800012
BE-074,4.928087,-14.906131
BE-077,-17.022896,18.689129
BE-080,38.635666,31.666553
BE-082,-7.3529754,-22.521076
BE-087,-25.804386,14.640812
BE-090,-5.6434183,-23.033464
BE-091,39.64986,34.945618
BE-095,4.811506,-40.494522
BE-096,37.155598,34.04762
BE-100,-24.817396,-28.459167
BE-101,9.544647,21.031084
BE-106,24.467741,16.578302
BE-113,-11.675119,20.233894
BE-117,22.867027,30.114958
BE-119,0.9549031,-45.14179
BE-122,-5.0452867,-35.545864
BE-124,-10.096396,0.9332048
BE-127,27.161865,9.092745
BE-128,36.94452,35.616173
BE-133,38.669544,30.240139
BE-134,5.0316854,26.525368
BE-140,-0.078418985,25.808239
BE-141,-3.2038665,-0.5942056
BE-142,-24.617851,-10.7336035
BE-149,-29.163202,-31.574705
BE-150,-34.190353,-15.107131
BE-153,-5.0471096,-1.6409945
BE-162,-35.80653,-34.63263
BE-163,33.537663,5.734986
BE-164,-29.424511,-30.375755
BE-170,-28.654154,2.2184112
BE-171,31.910416,-4.8161807
BE-172,-35.691864,-13.764889
BE-174,19.306665,10.092927
BE-182,-30.086298,12.781683
BE-193,-14.159058,12.670568
BS-001,11.866991,-28.348753
BS-003,-4.2397327,-30.384993
BS-005,-23.111145,16.29834
BS-008,-16.473463,1.43539
BS-015,-2.4716456,-30.549688
BS-022,-4.1517844,-32.370132
BS-051,15.3753395,-35.21994
BS-053,5.0454226,-28.524387
BS-059,-3.2389936,-3.013252
BS-064,7.8430877,-34.346832
BS-066,-10.418501,-0.6222642
BS-068,-22.801926,-13.939269
BS-080,37.255276,36.8741
CH-055,-17.910254,0.02489688
CH-056,1.9603261,-10.442851
CH-057,25.826103,17.675482
CH-058,-15.510019,9.905984
CH-059,34.692722,4.31528
CH-064,7.19354,-42.957527
CH-065,-16.745934,9.618626
CH-066,25.959229,32.969547
CH-067,26.851507,3.0352585
CH-069,24.653234,32.11488
CH-071,18.327574,13.513331
CH-072,23.530052,33.23881
CH-075,27.655706,34.402336
CH-080,26.12579,34.674545
GE-002,-18.982359,-28.780418
GE-015,-6.609686,0.6051218
GE-016,-15.833533,15.096472
GE-017,-32.618874,-23.351288
GE-018,8.508366,31.822317
GE-019,-9.684502,25.531126
GE-020,30.582758,40.092957
GE-021,26.22892,39.802322
GE-022,-1.7712617,26.107635
GE-023,6.1186023,-15.457165
GE-024,-33.431408,-17.822664
GE-025,-4.9166365,-36.450775
GE-030,12.20544,33.12096
GE-031,8.886557,-11.950528
GE-032,-22.049736,17.27994
GE-038,5.100751,30.814493
GE-041,24.232988,8.946206
GE-044,-28.305681,-28.473818
GE-048,-2.1897523,-12.134341
GE-054,27.078848,1.7180939
GE-056,-31.744495,11.028146
GE-062,-24.833128,-4.793484
GE-076,34.0036,2.8710968
GE-080,13.295769,14.1366005
LAU-001,12.781384,14.760227
LAU-002,-25.179102,-13.437559
LAU-004,16.842396,10.464524
LAU-005,-25.864521,13.538868
LAU-006,-14.442382,9.2579975
LAU-010,16.237936,31.983347
LAU-011,-29.770712,1.1804826
LAU-014,7.4246297,31.10732
LAU-019,37.03906,29.529867
LAU-020,2.2411742,-43.234066
LAU-024,12.278626,32.15148
LAU-025,-4.482204,-17.19882
LAU-028,33.605988,8.413608
LAU-032,-23.17935,-32.001587
LAU-033,37.643967,31.065405
LAU-036,-30.209967,-36.24153
LAU-038,33.995777,1.0317146
LAU-040,32.498524,-0.36478728
LAU-042,36.53507,-1.9645859
LAU-043,16.70492,3.9729688
LAU-044,13.328345,-37.24853
LAU-047,26.03057,-0.12412366
LAU-049,26.81334,43.40441
LAU-052,-37.668182,-39.352802
LAU-053,-18.20854,-11.549144
LAU-054,13.596426,3.1357934
LAU-055,-2.8776422,-4.5977902
LAU-058,7.050226,-37.075653
LAU-059,-10.495284,23.097353
LAU-061,-14.07661,1.3489146
LAU-064,35.425236,-0.32522008
LAU-066,-14.194067,19.335932
LAU-067,-33.625504,-36.416214
LAU-071,13.187672,-31.721157
LAU-072,6.3505144,-29.676134
LAU-073,0.22232175,26.65264
LAU-074,8.165666,21.862549
LAU-076,8.888657,-42.57487
LAU-078,31.307545,-3.1397345
LAU-089,9.885066,-13.00395
LAU-093,-10.155483,21.169113
LAU-097,8.232447,23.459429
LAU-100,24.982231,0.17883633
LAU-101,35.256187,47.512894
LAU-102,-9.026848,-20.372791
LAU-108,-30.762346,0.59928924
LAU-113,-9.154619,3.1854863
LAU-123,31.386494,-1.9634647
LAU-124,12.550637,-40.768105
LAU-125,4.7265124,-43.111603
LAU-128,-8.935894,19.527048
LAU-137,33.2866,11.452484
LAU-138,-0.47263634,-43.031063
LAU-142,13.176414,-39.01015
LAU-144,13.291845,31.6491
LAU-155,14.6295395,-39.62682
LAU-156,-10.890075,24.977976
LAU-158,24.453379,-2.1514606
LAU-159,34.430363,7.4771504
LAU-161,14.4443655,4.186582
LAU-176,22.46864,41.696323
LAU-179,27.436134,39.912323
LAU-184,25.347456,40.573948
LAU-185,38.84327,-0.40509492
LAU-188,39.70819,-0.22973381
LAU-189,42.691067,30.270634
LAU-191,26.68552,8.221896
SG-002,-9.500725,-36.10082
SG-004,-8.9227495,-19.000767
SG-008,11.796447,-41.391346
SG-010,38.45163,47.37235
SG-013,31.554434,11.183376
SG-014,40.14044,28.80104
SG-016,-17.64897,1.9603506
SG-018,5.2333946,-27.798859
SG-019,-14.790791,5.250563
SG-022,14.993014,3.368804
SG-023,23.917004,12.44486
SG-026,-42.626034,-27.37362
SG-027,-11.983533,-4.1834416
SG-028,25.70047,4.6223702
SG-029,-7.262082,-34.92587
SG-030,-9.744027,22.695553
SG-034,36.909077,38.846703
SG-036,15.741916,41.97997
SG-037,-49.392765,-24.533566
SG-038,41.39574,28.994902
SG-041,23.581812,-1.5614024
SG-044,16.693304,42.79304
SG-045,38.75953,25.910955
SG-047,12.526645,-35.73841
SG-048,-12.292437,-6.3502536
SG-049,32.82317,4.533105
SG-052,35.02685,40.39235
SG-053,-15.375473,-6.6492248
SG-058,36.09969,39.760773
SG-059,12.991048,-30.327436
SG-060,-2.5200875,-1.866719
SG-061,36.619873,47.073307
SG-062,25.880035,16.654015
SG-063,-47.742153,-23.125517
SG-064,37.47846,26.393356
SG-073,-38.56176,-39.90318
SG-075,17.152128,13.883039
SG-084,33.485752,9.624351
SG-090,29.05499,16.763058
SG-094,21.955244,32.102467
SG-095,7.344337,-33.10461
SG-096,22.083363,33.402702
SG-099,20.044931,42.525795
SG-101,-6.3686543,-23.257008
SG-102,12.366528,-28.775629
SG-104,39.98584,30.98148
SG-110,7.446186,-41.513718
SG-112,23.552383,11.052987
SG-114,36.500843,0.5233808
SG-115,10.183184,-12.141253
SG-117,-14.990577,-1.0146872
SG-125,35.238182,1.3180945
SG-126,-6.415129,-14.756066
SG-128,8.434835,-41.455185
SG-132,-9.77642,-29.26743
SG-135,34.060295,46.782257
ZH-001,-23.13222,0.76136315
ZH-002,0.97724426,-43.473843
ZH-003,-33.717636,2.0261612
ZH-005,-22.765064,-9.377872
ZH-007,-9.540162,-33.67143
ZH-008,-3.1630478,-11.781697
ZH-009,-39.273655,-38.9894
ZH-011,-8.791799,-34.140614
ZH-012,-17.489967,19.806988
ZH-013,-6.8653746,16.370068
ZH-014,30.014612,37.81164
ZH-015,-32.56973,-34.698074
ZH-017,32.13534,39.76357
ZH-018,35.149174,46.17077
ZH-019,34.731194,29.487463
ZH-021,-39.88463,-27.327982
ZH-022,-30.88974,-29.319916
ZH-026,-33.383286,-14.947753
ZH-029,-3.2524076,-17.622175
ZH-030,-23.703732,-25.897
ZH-032,-28.51081,13.982598
ZH-033,4.0038543,-14.248998
ZH-034,-9.881031,-24.986473
ZH-035,15.065311,32.357048
ZH-038,-15.415568,-2.6799073
ZH-039,-30.345411,-2.073265
ZH-040,-24.930511,-1.0692941
ZH-042,-30.916492,-24.148201
ZH-043,-23.325335,-27.98244
ZH-045,-20.276573,-10.790259
ZH-048,-8.631999,18.651077
ZH-050,-30.59312,-1.0599194
ZH-051,17.515501,42.577137
ZH-052,-1.2633405,-8.364706
ZH-053,-36.33524,-14.210531
ZH-054,-48.51074,-24.82737
ZH-055,-3.4922512,-29.026985
ZH-057,24.738972,39.107662
ZH-058,1.729368,21.287813
ZH-061,3.023974,-14.939172
ZH-062,-27.633068,-21.742208
ZH-064,26.705904,36.518818
ZH-065,-10.8133955,-27.928493
ZH-066,-4.0615134,-16.314407
ZH-067,-6.602506,-31.813648
ZH-068,-24.541477,11.976447
