sample.id,assignment
SG-090,1
SG-094,1
SG-095,1
SG-096,1
SG-099,1
SG-101,0
SG-102,1
SG-104,1
SG-110,1
SG-112,1
SG-114,1
SG-115,0
SG-117,0
SG-125,1
SG-126,0
SG-128,1
SG-132,0
SG-135,1
ZH-001,0
ZH-002,1
ZH-003,0
ZH-005,0
ZH-007,0
ZH-008,0
ZH-009,1
ZH-011,0
ZH-012,0
ZH-013,0
ZH-014,1
ZH-015,0
ZH-017,1
ZH-018,1
ZH-019,1
ZH-021,0
ZH-022,0
ZH-026,0
ZH-029,0
ZH-030,0
ZH-032,0
ZH-033,0
ZH-034,0
ZH-035,1
ZH-038,0
ZH-039,0
ZH-040,0
ZH-042,0
ZH-043,0
ZH-045,0
ZH-048,0
ZH-050,0
ZH-051,1
ZH-052,0
ZH-053,0
ZH-054,0
ZH-055,0
ZH-057,1
ZH-058,0
ZH-061,1
ZH-062,0
ZH-064,1
ZH-065,0
ZH-066,0
ZH-067,0
ZH-068,0
ZH-069,0
ZH-071,0
ZH-072,0
ZH-074,0
ZH-075,0
ZH-076,0
ZH-078,0
ZH-079,0
ZH-080,0
ZH-081,1
ZH-082,0
ZH-083,1
ZH-084,0
ZH-085,0
ZH-091,0
ZH-094,0
ZH-095,0
ZH-096,1
ZH-098,1
ZH-103,-1
ZH-104,1
ZH-105,0
ZH-106,0
ZH-107,0
ZH-108,0
ZH-110,1
ZH-111,0
ZH-114,0
ZH-115,0
ZH-116,0
ZH-117,0
ZH-120,0
ZH-123,0
ZH-126,0
ZH-128,0
ZH-131,1
ZH-133,0
ZH-135,0
ZH-138,0
ZH-139,0
ZH-142,-1
ZH-143,0
ZH-149,0
ZH-151,0
ZH-154,0
ZH-155,1
ZH-163,0
ZH-167,1
ZH-170,0
ZH-171,0
ZH-172,0
ZH-173,0
ZH-175,1
ZH-177,1
ZH-178,0
ZH-182,0
ZH-184,0
ZH-189,0
ZH-190,1
ZH-191,0
ZH-192,0
ZH-193,0
ZH-194,1
ZH-195,0
ZH-200,0
ZH-201,1
ZH-202,1
ZH-206,0
ZH-208,0
ZH-211,0
ZH-213,1
ZH-218,0
ZH-219,0
ZH-220,0
ZH-222,0
ZH-224,0
ZH-226,0
ZH-227,1
ZH-228,0
ZH-231,0
ZH-232,0
ZH-234,0
ZH-235,0
ZH-236,0
ZH-238,0
ZH-239,0
ZH-242,0
ZH-243,1
ZH-244,0
ZH-246,1
ZH-254,0
ZH-255,0
ZH-257,0
ZH-258,1
ZH-259,0
