sample.id,assignment
BE-001,1
BE-003,0
BE-004,1
BE-005,0
BE-007,1
BE-008,1
BE-009,0
BE-011,0
BE-013,0
BE-014,1
BE-015,0
BE-016,1
BE-021,1
BE-026,0
BE-027,0
BE-031,1
BE-035,0
BE-038,0
BE-044,0
BE-045,1
BE-046,0
BE-048,0
BE-049,1
BE-052,0
BE-053,1
BE-054,0
BE-055,0
BE-056,0
BE-057,0
BE-059,0
BE-061,1
BE-065,1
BE-066,1
BE-067,0
BE-070,1
BE-073,0
BE-074,0
BE-077,0
BE-080,1
BE-082,0
BE-087,0
BE-090,0
BE-091,1
BE-095,1
BE-096,1
BE-100,0
BE-101,0
BE-106,1
BE-113,0
BE-117,1
BE-119,1
BE-122,1
BE-124,0
BE-127,1
BE-128,1
BE-133,1
BE-134,0
BE-140,0
BE-141,0
BE-142,0
BE-149,0
BE-150,0
BE-153,0
BE-162,0
BE-163,1
BE-164,0
BE-170,0
BE-171,1
BE-172,0
BE-174,1
BE-182,0
BE-193,0
BS-001,1
BS-003,0
BS-005,0
BS-008,0
BS-015,0
BS-022,0
BS-051,1
BS-053,-1
BS-059,0
BS-064,1
BS-066,0
BS-068,0
BS-080,1
CH-055,0
CH-056,0
CH-057,1
CH-058,0
CH-059,1
CH-064,1
CH-065,0
CH-066,1
CH-067,1
CH-069,1
CH-071,1
CH-072,1
CH-075,1
CH-080,1
GE-002,0
GE-015,0
GE-016,0
GE-017,0
GE-018,0
GE-019,0
GE-020,1
GE-021,1
GE-022,0
GE-023,0
GE-024,0
GE-025,1
GE-030,0
GE-031,0
GE-032,0
GE-038,0
GE-041,1
GE-044,0
GE-048,0
GE-054,1
GE-056,0
GE-062,0
GE-076,1
GE-080,0
LAU-001,0
LAU-002,0
LAU-004,1
LAU-005,0
LAU-006,0
LAU-010,1
LAU-011,0
LAU-014,0
LAU-019,1
LAU-020,1
LAU-024,0
LAU-025,0
LAU-028,1
LAU-032,0
LAU-033,1
LAU-036,1
LAU-038,1
LAU-040,1
LAU-042,1
LAU-043,1
LAU-044,1
LAU-047,1
LAU-049,1
LAU-052,1
LAU-053,0
LAU-054,1
LAU-055,0
LAU-058,1
LAU-059,0
LAU-061,0
LAU-064,1
LAU-066,0
LAU-067,0
LAU-071,1
LAU-072,-1
LAU-073,0
LAU-074,0
LAU-076,1
LAU-078,1
LAU-089,0
LAU-093,0
LAU-097,0
LAU-100,1
LAU-101,1
LAU-102,0
LAU-108,0
LAU-113,0
LAU-123,1
LAU-124,1
LAU-125,1
LAU-128,0
LAU-137,1
LAU-138,1
LAU-142,1
LAU-144,0
LAU-155,1
LAU-156,0
LAU-158,1
LAU-159,1
LAU-161,1
LAU-176,1
LAU-179,1
LAU-184,1
LAU-185,1
LAU-188,1
LAU-189,1
LAU-191,1
SG-002,0
SG-004,0
SG-008,1
SG-010,1
SG-013,1
SG-014,1
SG-016,0
SG-018,0
SG-019,0
SG-022,1
SG-023,1
SG-026,0
SG-027,0
SG-028,1
SG-029,1
SG-030,0
SG-034,1
SG-036,0
SG-037,0
SG-038,1
SG-041,1
SG-044,1
SG-045,1
SG-047,1
SG-048,0
SG-049,1
SG-052,1
SG-053,0
SG-058,1
SG-059,1
SG-060,0
SG-061,1
SG-062,1
SG-063,0
SG-064,1
SG-073,1
SG-075,1
SG-084,1
