sample.id,TSNE 1,TSNE_2
BE-001,36.5623,1.9945434
BE-003,39.998573,21.413578
BE-004,22.915674,2.5552168
BE-005,12.51452,-28.553637
BE-007,-23.509228,24.185194
BE-008,28.080976,13.309814
BE-009,-33.95213,-15.9078045
BE-011,-13.85687,-11.109116
BE-013,-0.32756516,25.868862
BE-014,14.069089,-9.931242
BE-015,-11.441443,40.831783
BE-016,38.433,23.778095
BE-021,-21.53357,-11.837623
BE-026,7.515443,-56.20889
BE-027,-10.137479,-5.9463634
BE-031,-6.1242065,26.439812
BE-035,-6.451553,-9.593338
BE-038,-23.738533,44.28865
BE-044,-23.880022,40.464657
BE-045,-37.64835,-14.405612
BE-046,-10.683703,38.478405
BE-048,38.724564,9.43636
BE-049,28.393583,10.791317
BE-052,14.113076,15.965144
BE-053,28.789902,-7.2665997
BE-054,-1.883182,30.1099
BE-055,-26.971954,15.888585
BE-056,-16.629892,-15.490952
BE-057,-33.034267,33.461147
BE-059,12.356639,-29.98528
BE-061,40.716778,16.991665
BE-065,-26.472336,13.106731
BE-066,-22.023863,13.867785
BE-067,-21.454594,0.062298145
BE-070,22.409801,15.739324
BE-073,-10.831837,-16.76473
BE-074,12.293546,-11.136122
BE-077,9.343414,-26.002243
BE-080,28.371624,-8.921166
BE-082,-30.429575,30.759064
BE-087,8.154812,-22.493202
BE-090,-31.385784,30.494255
BE-091,25.184328,21.803799
BE-095,-11.380066,46.420574
BE-096,27.198557,-9.769547
BE-100,-25.661497,26.656782
BE-101,11.389015,14.610579
BE-106,38.701324,22.298822
BE-113,-2.3666294,28.61085
BE-117,22.568851,-11.45184
BE-119,20.212864,-26.298405
BE-122,12.4510355,-31.18864
BE-124,-6.487323,32.301373
BE-127,25.181896,-18.531069
BE-128,24.450722,-15.468231
BE-133,37.703842,8.54467
BE-134,36.01099,6.1351395
BE-140,32.070797,2.4858694
BE-141,5.213192,-26.181833
BE-142,-19.039566,-5.4965587
BE-149,-11.796399,24.5324
BE-150,38.54729,12.951744
BE-153,0.53147,18.884985
BE-162,-27.47973,14.01426
BE-163,37.67544,21.473965
BE-164,-22.34134,0.4201489
BE-170,-22.891851,-11.133016
BE-171,15.588016,-28.65216
BE-172,-8.87791,41.98239
BE-174,-18.470009,-3.3860664
BE-182,-22.319836,42.521667
BE-193,1.6589576,25.70498
BS-001,-40.68831,-20.275845
BS-003,-43.54242,-15.295046
BS-005,-18.736132,2.118916
BS-008,1.8478584,20.241373
BS-015,-30.156498,14.069819
BS-022,0.8917676,22.046453
BS-051,-29.443733,20.94246
BS-053,6.9174047,-8.3053
BS-059,-41.3149,-12.138726
BS-064,24.050047,23.71141
BS-066,-19.99842,3.8700824
BS-068,22.32984,-10.243401
BS-080,34.171574,-2.5652506
CH-055,-24.56472,37.58899
CH-056,27.730536,-3.5250728
CH-057,15.429334,-25.330538
CH-058,-24.64736,44.336235
CH-059,38.134014,-1.1920896
CH-064,13.620986,-45.601593
CH-065,10.521319,8.710108
CH-066,-36.19356,31.285244
CH-067,16.333834,-50.0219
CH-069,-35.720097,28.074692
CH-071,-43.13664,-11.167693
CH-072,39.56954,3.150691
CH-075,-32.734318,-2.11377
CH-080,-5.873757,39.620876
GE-002,-43.41225,-16.736387
GE-015,7.4713387,-4.540673
GE-016,-12.445679,44.917904
GE-017,-45.184994,-16.396221
GE-018,-26.650993,38.688324
GE-019,-35.65944,33.914223
GE-020,-20.29268,12.002373
GE-021,6.6790667,-7.225347
GE-022,39.414234,20.281195
GE-023,14.040155,-26.942268
GE-024,-44.52184,-13.3067665
GE-025,-9.594941,39.87264
GE-030,-18.358137,47.73109
GE-031,14.616799,-28.436344
GE-032,16.877993,-49.371346
GE-038,15.627701,-59.12717
GE-041,13.236729,-41.81553
GE-044,16.983574,-22.841763
GE-048,-1.4367044,19.617973
GE-054,27.954021,-5.700692
GE-056,-14.0616665,-3.114717
GE-062,-22.640846,26.514406
GE-076,10.254173,-57.147213
GE-080,4.072879,18.622355
LAU-001,-46.16268,-19.165653
LAU-002,-29.257874,-8.211934
LAU-004,22.52514,-57.585453
LAU-005,10.355488,-13.024102
LAU-006,-15.7441025,46.814716
LAU-010,-34.67655,30.812527
LAU-011,-40.948204,-18.809923
LAU-014,11.304188,-55.712383
LAU-019,43.13298,16.858965
LAU-020,8.902642,-9.688525
LAU-024,-19.292635,46.28545
LAU-025,16.837526,-55.362232
LAU-028,-26.9008,36.696125
LAU-032,15.864615,-62.381435
LAU-033,-12.147819,-17.050282
LAU-036,17.701246,-54.606853
LAU-038,-0.44454136,-24.223589
LAU-040,-45.623657,-12.36009
LAU-042,-33.78931,-13.304142
LAU-043,0.5258262,-25.00241
LAU-044,-17.544392,3.5837746
LAU-047,-46.28692,-15.206709
LAU-049,-12.299814,-2.6195447
LAU-052,19.989752,-60.76337
LAU-053,-33.29656,25.057045
LAU-054,-5.0887547,33.46271
LAU-055,-25.9411,39.8843
LAU-058,-43.156975,-12.51776
LAU-059,-12.924605,43.40089
LAU-061,-5.768997,-9.365268
LAU-064,-45.5479,-13.780054
LAU-066,-8.917586,44.364998
LAU-067,-46.13073,-17.904873
LAU-071,30.20267,-17.538105
LAU-072,-40.030952,-20.537521
LAU-073,-37.790874,-6.539913
LAU-074,27.694801,-2.5060644
LAU-076,-12.510971,41.927334
LAU-078,-12.115971,-15.437654
LAU-089,8.908237,-54.8739
LAU-093,-26.292507,44.936337
LAU-097,27.676186,-57.51461
LAU-100,8.581697,-7.4285374
LAU-101,27.068617,-16.365974
LAU-102,20.486086,1.7315195
LAU-108,14.463735,-48.19258
LAU-113,-16.970964,42.677532
LAU-123,10.459399,-10.859062
LAU-124,-2.3336523,21.259993
LAU-125,5.459876,-53.50141
LAU-128,-5.677817,27.698862
LAU-137,38.781776,-2.7436829
LAU-138,25.904009,-19.528658
LAU-142,15.756899,-30.960152
LAU-144,22.403175,24.586815
LAU-155,26.810648,10.316973
LAU-156,26.388094,8.877587
LAU-158,-46.782356,-12.948368
LAU-159,-28.856014,27.215464
LAU-161,15.724892,3.9201214
LAU-176,21.623869,-20.338362
LAU-179,24.375708,-17.096315
LAU-184,18.17365,1.7574232
LAU-185,16.384903,-8.939791
LAU-188,-5.4316373,30.668951
LAU-189,-12.242511,-11.345275
LAU-191,25.719055,-57.242386
SG-002,21.671326,12.735059
SG-004,-6.72456,37.535004
SG-008,-12.686407,29.074923
SG-010,-20.03502,-2.8020694
SG-013,7.645167,-27.029322
SG-014,29.12355,12.264936
SG-016,11.021149,16.069662
SG-018,13.693454,-64.29903
