sample.id,TSNE 1,TSNE_2
BE-001,-21.609049,-4.9904394
BE-003,21.97625,-2.5715127
BE-004,-17.556244,-9.4562235
BE-005,20.724525,2.609621
BE-007,-12.744425,-19.646955
BE-008,-16.42522,-21.447805
BE-009,5.3165846,22.707703
BE-011,18.473457,-14.200324
BE-013,25.948679,-11.763268
BE-014,-5.289777,-9.429257
BE-015,29.012682,-12.326845
BE-016,-21.210442,-12.758153
BE-021,-15.435104,-2.5326226
BE-026,8.969465,3.4864292
BE-027,8.788775,7.9422317
BE-031,-12.155748,-20.354918
BE-035,19.406414,7.0239844
BE-038,18.538523,3.2911386
BE-044,22.103153,-14.318808
BE-045,-10.180034,-9.541824
BE-046,23.374477,-11.727211
BE-048,4.206593,17.126797
BE-049,-32.47515,-11.259061
BE-052,31.130278,-11.290365
BE-053,-28.453957,-11.238344
BE-054,4.68538,20.93691
BE-055,4.402794,23.343243
BE-056,9.760598,13.390186
BE-057,9.488684,1.1982825
BE-059,7.6433325,2.4122028
BE-061,-6.4409013,-19.31141
BE-065,-15.37279,-23.178156
BE-066,-15.103623,-4.98437
BE-067,28.098833,-1.1638757
BE-070,-22.268812,-10.2258835
BE-073,3.722066,17.422403
BE-074,3.5019138,13.843949
BE-077,22.721664,-9.798027
BE-080,-26.429405,-12.949528
BE-082,12.338602,9.002896
BE-087,21.71839,0.9480711
BE-090,9.28481,7.1915665
BE-091,-31.651962,-11.012013
BE-095,-14.315856,-1.7861986
BE-096,-25.520275,-12.936597
BE-100,4.0141487,22.56267
BE-101,6.9329047,8.383311
BE-106,-8.786167,-18.934944
BE-113,29.339504,-6.724037
BE-117,-6.7504044,-20.985735
BE-119,-19.048765,3.1783628
BE-122,-20.926872,3.2090337
BE-124,26.671112,-13.024767
BE-127,-7.07667,-3.0376167
BE-128,-27.691816,-11.306807
BE-133,-24.56262,-13.373096
BE-134,7.8029714,3.163376
BE-140,27.22125,0.5075137
BE-141,27.779507,-3.1128159
BE-142,19.681936,4.056783
BE-149,-2.4118223,30.07079
BE-150,14.672884,-1.895015
BE-153,29.972654,-5.168553
BE-162,-3.2701235,29.915318
BE-163,-18.272158,-12.57332
BE-164,-2.4560878,28.726654
BE-170,18.085888,-11.245345
BE-171,-20.361946,-11.337454
BE-172,14.487831,-3.8444133
BE-174,-9.433169,-11.110433
BE-182,21.194376,2.1499696
BE-193,21.321503,-14.93692
BS-001,-8.693615,-23.251911
BS-003,18.205292,-3.8315043
BS-005,20.23469,-5.6867046
BS-008,18.687412,-11.983245
BS-015,-8.868584,21.266785
BS-022,-8.898946,23.26325
BS-051,-17.691027,-20.748556
BS-053,-13.956655,22.433903
BS-059,28.4187,0.2467855
BS-064,-34.021866,-7.6938677
BS-066,28.504858,-8.451607
BS-068,16.21902,8.399338
BS-080,-28.5674,-12.9379015
CH-055,16.665009,-9.508218
CH-056,7.4587245,7.878415
CH-057,-8.627267,-21.70848
CH-058,17.74069,-13.661957
CH-059,-19.088179,-8.356128
CH-064,-15.38957,-1.4609904
CH-065,18.327377,-13.212038
CH-066,-12.025058,-18.816223
CH-067,-15.569531,-3.8476574
CH-069,-13.66515,-21.481045
CH-071,-5.3296876,-7.829246
CH-072,-12.727922,-21.94046
CH-075,-16.170832,-20.605911
CH-080,-13.3129425,-20.43529
GE-002,5.6121645,20.84201
GE-015,30.463264,-6.078462
GE-016,19.269684,-14.075545
GE-017,2.1102128,27.728477
GE-018,8.852642,0.23015706
GE-019,29.385897,-3.4880154
GE-020,-11.219103,-12.449411
GE-021,-9.164675,-14.121132
GE-022,26.195515,3.1118348
GE-023,3.024153,15.3904505
GE-024,2.765154,29.074642
GE-025,-18.625963,4.215354
GE-030,30.01654,-10.626294
GE-031,4.343851,14.576872
GE-032,21.670254,-4.8331323
GE-038,9.4373455,3.1002605
GE-041,-10.832067,-11.743356
GE-044,0.94283116,26.656296
GE-048,10.729675,13.234427
GE-054,-16.392765,-4.348716
GE-056,17.67892,-1.0787525
GE-062,17.40693,-2.5595117
GE-076,-21.627457,-10.209958
GE-080,7.8740973,4.0674796
LAU-001,6.7407055,3.500373
LAU-002,18.432793,7.674187
LAU-004,-5.9814024,-9.374636
LAU-005,23.00463,-0.4327924
LAU-006,19.865837,-13.04999
LAU-010,-5.3786893,-20.192194
LAU-011,17.955227,-7.4278855
LAU-014,8.18867,0.2544397
LAU-019,-20.73609,-14.517119
LAU-020,-16.890522,3.7427683
LAU-024,29.291817,-10.209114
LAU-025,4.379701,13.474204
LAU-028,-18.72812,-13.37349
LAU-032,5.0656967,21.677502
LAU-033,-20.95984,-16.007328
LAU-036,-29.477268,-3.4672856
LAU-038,-18.69659,-11.918799
LAU-040,-23.146877,-9.489793
LAU-042,-18.901182,-18.303465
LAU-043,-10.749309,-12.87959
LAU-044,-23.50185,-14.361772
LAU-047,-17.902264,-1.9195833
LAU-049,-10.585801,-18.811543
LAU-052,-20.170204,4.812172
LAU-053,18.04988,6.356503
LAU-054,-7.766494,-20.819016
