sample.id,TSNE 1,TSNE_2
BE-001,-14.121965,39.750244
BE-003,11.391385,-8.621839
BE-004,42.475403,27.077652
BE-005,-6.9653926,-21.286089
BE-007,27.757473,18.837494
BE-008,41.625477,41.55381
BE-009,-13.19466,-39.48719
BE-011,15.868858,-18.431198
BE-013,1.7776074,-2.376141
BE-014,31.56774,29.815514
BE-015,34.019966,10.300372
BE-016,32.86768,41.589508
BE-021,-8.991809,34.92795
BE-026,15.062183,7.160063
BE-027,4.715271,16.93496
BE-031,33.930107,21.78391
BE-035,1.7848259,-38.80337
BE-038,4.6838183,-37.847702
BE-044,19.16881,-15.454379
BE-045,18.567148,31.059229
BE-046,16.493622,-15.973516
BE-048,-26.951336,-25.53153
BE-049,43.877697,35.879055
BE-052,-5.083066,-1.0479131
BE-053,35.992,39.297195
BE-054,-45.130085,19.600521
BE-055,-19.960558,-35.960682
BE-056,-32.202847,-12.8334255
BE-057,-21.546053,-6.148548
BE-059,2.5321605,9.662443
BE-061,42.551018,24.771206
BE-065,-3.3535962,-11.086214
BE-066,-30.84515,10.54511
BE-067,35.317852,7.3766775
BE-070,37.197628,31.918255
BE-073,-10.449199,-36.369114
BE-074,-34.813076,-14.056192
BE-077,17.406935,-14.281172
BE-080,33.99379,39.935085
BE-082,-33.446983,-5.083486
BE-087,16.258379,-6.851451
BE-090,-32.239185,-5.214663
BE-091,37.886356,40.21495
BE-095,-43.480705,21.600359
BE-096,34.80836,38.229603
BE-100,-10.766734,-38.78992
BE-101,21.444788,26.788048
BE-106,16.207237,13.4167795
BE-113,18.63949,-27.163942
BE-117,30.426525,17.603897
BE-119,-32.19638,-21.240751
BE-122,-21.774574,-37.4179
BE-124,-0.0027324886,-6.5872173
BE-127,21.207281,28.828876
BE-128,36.593822,38.047962
BE-133,32.01584,37.442528
BE-134,17.745152,9.616909
BE-140,11.591472,5.828101
BE-141,-4.0338984,0.45039013
BE-142,10.173593,-29.203249
BE-149,-16.416834,-40.78849
BE-150,6.7179775,-26.097675
BE-153,-0.561257,-1.6405274
BE-162,-15.280605,-47.791946
BE-163,-4.6907716,34.326153
BE-164,-9.950784,-41.638657
BE-170,6.3977118,-15.6290045
BE-171,-17.443693,41.490658
BE-172,8.718498,-20.97969
BE-174,-6.8074565,37.915894
BE-182,19.929098,-4.907329
BE-193,31.613184,-10.623863
BS-001,-21.650206,-7.726924
BS-003,-6.53082,-26.411568
BS-005,15.023815,-28.971884
BS-008,3.103955,-13.885472
BS-015,-0.6312382,-17.342478
BS-022,-43.983967,19.54852
BS-051,-33.837803,19.057463
BS-053,-0.5723033,-23.382679
BS-059,0.8461072,-0.6269686
BS-064,-41.317043,21.74656
BS-066,1.0738983,-3.6421494
BS-068,11.039474,-29.169762
BS-080,37.984486,38.249275
CH-055,3.0568843,-14.93376
CH-056,-16.52256,-16.136574
CH-057,19.481646,17.420176
CH-058,22.446318,7.2445073
CH-059,-15.568513,36.937542
CH-064,-39.892574,13.711837
CH-065,16.774334,-18.220959
CH-066,31.576483,19.787142
CH-067,-10.356768,34.671608
CH-069,33.226097,19.125362
CH-071,12.535474,12.028746
CH-072,34.39013,16.81666
CH-075,32.449238,21.005857
CH-080,34.009083,20.739094
GE-002,-5.272318,-30.70022
GE-015,-0.03756641,-2.4318013
GE-016,33.76721,-8.613522
GE-017,-3.8932567,-39.781055
GE-018,5.463267,9.945941
GE-019,24.963406,-3.4213023
GE-020,34.878124,35.184574
GE-021,40.953342,22.40019
GE-022,20.810059,-3.0672972
GE-023,-26.784145,-17.921804
GE-024,-5.431125,-39.300285
GE-025,-36.124706,-7.9547067
GE-030,33.200436,9.366388
GE-031,-31.362247,25.477213
GE-032,26.875885,-3.802444
GE-038,13.927613,7.187292
GE-041,7.9488354,10.676726
GE-044,-9.862198,-40.316498
GE-048,-16.248362,-18.703085
GE-054,-9.297428,37.92181
GE-056,5.6845846,-38.0253
GE-062,9.465769,-20.116013
GE-076,-16.680206,36.809048
GE-080,3.0681808,11.546938
LAU-001,10.98176,11.128081
LAU-002,-10.046779,-20.373539
LAU-004,11.489229,12.429228
LAU-005,15.469595,-8.707804
LAU-006,30.801104,-9.999765
LAU-010,31.72186,12.296314
LAU-011,13.658313,-17.923744
LAU-014,17.599815,8.359814
LAU-019,31.200953,37.25982
LAU-020,-34.633274,-15.365447
LAU-024,33.638866,8.559529
LAU-025,-25.731771,-16.370157
LAU-028,-7.7400756,29.372032
LAU-032,-14.942545,-39.807365
LAU-033,41.89167,43.434288
LAU-036,-20.224308,-43.28333
LAU-038,-15.026602,32.388554
LAU-040,-13.886908,32.545227
LAU-042,15.42011,16.714024
LAU-043,15.023473,15.227248
LAU-044,-40.799286,11.950232
LAU-047,-10.229616,36.526176
LAU-049,41.619633,24.745552
LAU-052,-19.962435,-52.126877
LAU-053,-9.831723,-23.469868
LAU-054,1.226617,-7.5823393
LAU-055,-6.690667,0.05277781
LAU-058,-21.83382,-43.882072
LAU-059,24.982494,-4.2838836
LAU-061,-26.914274,-0.1684788
LAU-064,-16.211191,35.645363
LAU-066,19.626835,-14.30432
LAU-067,-13.800244,-50.990444
LAU-071,-35.433533,11.812149
LAU-072,-42.29467,22.356863
LAU-073,5.6688213,15.969431
LAU-074,4.083899,17.481428
LAU-076,-36.093117,14.399484
LAU-078,-36.69071,18.181543
LAU-089,-15.446827,2.452393
LAU-093,9.135139,-0.31495565
LAU-097,25.59699,3.788758
LAU-100,-10.073298,39.858963
LAU-101,43.768593,33.656155
LAU-102,-11.680405,-23.41959
LAU-108,11.267687,-18.864899
LAU-113,26.874249,-11.725347
LAU-123,-15.699314,39.82734
LAU-124,-38.37158,18.570366
LAU-125,-38.364605,14.960922
LAU-128,8.803578,0.8922978
LAU-137,-3.635723,32.640682
LAU-138,-21.642815,-35.37511
LAU-142,-41.413223,11.509753
LAU-144,35.429726,9.970713
LAU-155,-36.54113,19.725151
LAU-156,18.392164,-12.280942
LAU-158,-12.14246,40.01999
LAU-159,-8.6940365,29.860643
LAU-161,-18.264605,42.408268
LAU-176,31.86838,31.865667
LAU-179,41.348427,23.184137
LAU-184,32.62856,30.650303
LAU-185,-33.024292,23.130508
