0.34371,0.1575,0.096432,-0.63616,0.13613,0.26451,0.19696,-0.30173,0.3076,0.094352,-0.19987,0.24044,-0.094659,-0.12033
0.099216,0.14893,0.18431,0.1895,-0.084885,0.20818,0.29716,-0.1561,-0.072408,-0.083571,0.21632,0.6806,-0.069882,0.4558
-0.032483,0.52461,-0.32363,-0.03636,0.06809,-0.014564,0.18615,0.47753,-0.13717,-0.15095,-0.29779,-0.17887,-0.398,-0.17161
-0.21768,0.13229,0.45443,-0.091552,-0.014615,-0.10699,-0.13434,-0.37425,0.20553,0.11647,-0.21739,-0.53377,0.40305,0.0037172
-0.23571,0.043044,-0.45027,-0.004152,0.028843,-0.28836,-0.038101,-0.026372,0.15537,-0.030294,0.42099,0.24987,-0.62177,0.048693
0.48622,-0.21132,0.20839,0.16162,0.17693,0.19379,-0.12123,0.19245,0.39547,0.32584,0.22071,-0.0025907,-0.0947,-0.45667
0.008225,0.12491,-0.23296,-0.1964,0.47013,-0.19635,-0.0297,-0.16562,-0.07911,0.54391,-0.4382,0.022907,-0.29886,0.14014
-0.1691,0.10644,-0.36066,0.02827,-0.36403,-0.17037,0.058043,-0.54271,0.26812,0.23096,-0.31746,0.051793,-0.33963,0.16036
-0.26048,0.25888,0.22623,-0.38634,0.40579,-0.10372,0.0084279,-0.18493,0.017786,0.33765,-0.18381,-0.038972,0.32723,-0.44531
-0.49815,0.072037,0.19469,0.07333,0.54513,0.09775,-0.38656,0.0092318,-0.014969,0.17008,0.19839,0.25299,0.055803,0.33394
-0.093356,0.59926,-0.024243,0.13274,0.23382,0.36503,-0.31696,0.22015,0.30114,-0.24672,0.070212,0.047424,0.30676,-0.15581
-0.42755,0.10334,0.092924,-0.023746,0.50373,-0.17152,-0.025334,-0.1279,-0.10897,0.33524,-0.35091,0.3666,-0.18897,0.28221
0.3276,-0.17705,0.17488,-0.45015,0.070027,0.24888,-0.083482,-0.12383,-0.095943,-0.11136,-0.080612,0.29628,0.51194,0.40123
0.092401,-0.078989,0.31435,0.15703,-0.097518,0.24116,-0.24784,-0.49115,-0.44411,-0.10628,0.25404,-0.30396,-0.35303,0.03659
-0.39171,-0.31385,-0.38316,-0.20266,-0.29265,0.25399,0.057045,0.013676,0.26291,0.33801,-0.11333,-0.41469,0.14314,0.13384
-0.062983,-0.10049,-0.4185,-0.088267,0.21954,0.19561,0.50521,-0.52628,0.091908,0.29608,-0.040887,-0.26448,0.11438,-0.059368
-0.4263,0.14086,-0.62538,-0.012285,-0.27041,-0.16517,-0.21659,-0.11263,-0.022769,-0.0037488,0.16449,0.37893,-0.26654,-0.070392
-0.37387,-0.093658,-0.51687,-0.0035735,0.20567,-0.0074219,-0.29314,0.34571,-0.17498,-0.49551,0.1983,0.053979,-0.13405,0.011581
-0.45089,-0.15835,0.47217,-0.02063,0.081016,0.0024519,0.33095,0.2493,-0.26297,-0.28118,0.18458,0.087902,-0.36435,0.21732
-0.48158,-0.17239,-0.010195,0.13842,0.38247,0.37201,-0.30008,-0.12213,0.089367,-0.23826,0.20576,-0.088092,0.44893,-0.11432
0.12442,0.020368,0.046929,-0.054019,0.01597,0.12653,0.39119,-0.059412,-0.70281,0.10533,0.16696,-0.44959,-0.26262,0.046179
0.0032745,0.52821,-0.2029,0.040058,0.16398,0.15018,0.037111,0.47882,0.040657,-0.14542,0.18576,-0.39738,-0.22971,-0.36074
-0.14332,0.15536,-0.21736,-0.34891,0.00086039,-0.07216,0.22089,-0.12674,0.11252,0.47309,0.14385,-0.45974,-0.26987,-0.41823
0.11197,0.63304,-0.28424,0.14351,-0.11154,0.066797,-0.38838,0.38585,-0.19703,-0.12988,0.058535,-0.14457,0.29169,0.060188
-0.66707,-0.1507,-0.054507,-0.06951,0.37561,-0.18998,-0.06796,0.11322,-0.12377,0.09299,-0.37225,0.36227,-0.16773,-0.089358
0.15539,-0.10649,0.10981,-0.80613,0.4112,0.13211,0.16406,-0.09338,0.084286,0.12738,-0.013693,-0.069769,0.19747,-0.11429
-0.15372,-0.14018,0.14891,-0.00034159,0.088363,0.017103,-0.17763,-0.37801,0.011896,0.38155,-0.23892,-0.52834,0.42485,0.29926
0.12946,0.50618,-0.19683,-0.036047,-0.17701,0.015173,-0.22345,0.37433,-0.09551,-0.074568,0.33532,-0.22948,0.4209,0.32927
-0.063799,-0.24164,-0.24455,0.1081,-0.25095,0.07757,0.69036,0.11227,-0.077493,0.3115,0.31495,0.044134,0.06786,0.31476
-0.63593,-0.25329,0.037092,-0.15487,0.49781,-0.053894,0.00033218,0.31805,-0.20678,-0.091319,0.02785,0.12851,0.13843,0.25817
0.22833,0.70166,0.19425,0.29019,0.060165,0.18675,-0.0032551,0.26835,-0.1322,0.41917,-0.12,0.11914,0.0055725,0.035629
-0.086049,0.15227,-0.038084,-0.22298,0.43858,-0.00075429,0.35959,0.26884,-0.55436,0.1319,-0.063292,-0.39839,-0.1715,0.086394
