-0.21197,0.091271,0.10105,0.22192,0.061358,-0.01787,0.11523,0.33694,-0.37878,0.38644,-0.055013,0.025662,0.15676,-0.078464,0.29685,0.086458,0.036534,0.22454,-0.073041,0.52582
-0.023278,-0.27035,0.078642,-0.37393,0.053455,0.019341,-0.31339,0.12116,-0.19697,-0.080913,0.073084,0.14598,0.04134,-0.0093285,-0.50441,-0.12413,-0.14524,-0.30251,-0.2561,0.37738
-0.15251,0.11068,-0.19336,0.0058559,-0.0019274,0.12634,-0.37356,-0.05835,-0.053558,-0.28394,0.11985,-0.19643,-0.65976,-0.018821,-0.11759,0.25707,-0.046415,0.30846,0.016413,0.13637
0.27985,0.16356,-0.038048,-0.22101,-0.29337,-0.11443,-0.26621,0.0061004,0.10131,0.099232,-0.17143,-0.43823,0.20418,-0.26511,-0.055105,-0.11434,0.43043,0.13299,0.11294,0.29872
-0.22401,0.047943,0.13296,0.10376,-0.48487,-0.022339,0.21434,-0.035462,-0.10594,0.093072,-0.00038521,-0.055627,0.50383,-0.086115,0.18468,-0.10266,0.53948,-0.10382,0.071853,-0.020492
0.009823,-0.30199,0.16252,0.45629,-0.2436,0.19409,-0.11477,0.47001,-0.0049315,-0.020867,-0.15682,-0.079502,-0.27613,0.31314,-0.17901,-0.14382,0.097866,0.25796,-0.091222,-0.011858
0.046987,-0.26855,0.028074,0.042797,-0.28598,0.014869,-0.16185,-0.78191,0.24619,0.046553,-0.12873,0.050519,-0.06629,-0.27449,-0.14213,-0.035253,0.049397,-0.12514,-0.047033,0.0087297
-0.087795,-0.2636,0.30241,0.014418,0.28289,-0.033522,-0.23978,-0.63913,0.2089,-0.062575,-0.20145,0.063395,0.11219,-0.22263,-0.10672,0.026889,-0.061549,0.047667,0.30594,0.13388
-0.1956,0.10054,-0.13238,-0.048523,-0.20217,-0.09804,0.20883,0.2518,0.56599,0.39919,-0.092799,0.088972,-0.25401,-0.21602,-0.19435,0.13249,-0.26248,-0.20611,-0.010488,0.0049761
-0.20003,0.061147,-0.066442,-0.20428,-0.10375,-0.073591,0.33444,0.069129,0.42599,0.11518,-0.0010996,-0.2837,-0.32762,0.023201,-0.38354,0.38545,-0.16942,-0.15237,0.21375,0.030205
-0.21708,0.15564,-0.098458,0.061313,-0.052921,-0.0062182,0.033091,0.22315,0.00018305,0.57795,0.25265,-0.065373,0.13559,0.12274,0.17126,-0.23612,0.38126,0.13535,-0.42061,0.014416
0.10762,0.34733,0.17437,-0.10197,-0.17192,0.46946,0.28179,-0.067585,-0.16831,0.12125,-0.37384,-0.45305,-0.16893,-0.058666,-0.032015,0.019326,-0.1847,-0.085712,-0.15393,0.080505
-0.33516,-0.12387,0.013237,-0.30955,-0.16284,-0.25013,0.18621,0.06616,-0.071781,-0.38104,-0.15574,0.28165,0.058126,0.35515,-0.066839,-0.0558,-0.026383,0.5,0.00094792,0.080469
0.038963,-0.23719,-0.14932,-0.25369,-0.26979,0.015429,-0.079424,-0.29197,-0.1196,0.068352,-0.044405,0.078209,-0.19241,0.12162,0.60327,0.23467,0.35687,0.06145,-0.05276,0.24328
-0.21481,0.17645,-0.11033,-0.16132,-0.27295,-0.031237,0.14584,0.096047,0.10749,0.29041,0.20043,-0.096565,0.27045,-0.051849,-0.10097,-0.45068,0.002144,0.39919,-0.32623,0.27969
0.044945,-0.1578,-0.12506,-0.20143,-0.36838,-0.045797,0.07809,0.16461,-0.22927,-0.15287,0.25097,0.2971,0.30607,-0.091682,0.3077,0.084823,-0.3217,0.42417,0.16344,0.067857
0.063128,-0.34957,-0.1548,-0.025955,-0.18729,0.15279,-0.12074,-0.4206,0.18482,0.29771,-0.018239,-0.25763,-0.046278,0.018253,-0.26519,-0.3364,0.24339,-0.25188,0.18603,-0.25792
-0.15367,-0.056149,0.18432,0.037235,-0.60753,-0.21618,0.048904,-0.41696,0.25984,0.16219,-0.16527,0.095892,0.097916,-0.29351,-0.16132,0.042586,0.033208,0.27656,-0.0046553,-0.11951
-0.28699,0.0081475,0.23556,-0.11355,0.23592,-0.037493,0.059579,0.39082,-0.49551,-0.29553,-0.039114,-0.018467,-7.7902e-06,-0.35106,-0.016481,0.1131,-0.1678,0.24208,-0.27649,0.039741
-0.18198,-0.29932,0.15809,-0.33561,0.052227,-0.15847,0.013382,-0.32453,0.095744,0.02338,0.217,-0.025352,-0.11823,0.21125,-0.1761,-0.11119,0.16929,-0.053843,0.44369,-0.46742
0.22765,0.21367,0.080543,-0.073444,0.032303,0.0082817,-0.10639,0.25988,0.1677,-0.20032,0.51634,-0.26691,0.39187,0.1857,0.069974,0.27328,-0.019711,-0.36632,-0.030397,-0.037974
-0.27304,0.25216,-0.48042,0.08527,-0.0409,0.21924,-0.28064,-0.05128,0.055143,-0.1881,0.04658,0.052021,-0.3402,0.1064,-0.029611,0.29021,-0.231,-0.14109,0.35157,-0.20084
-0.0013781,-0.15216,0.2274,0.1267,0.049167,-0.022655,-0.27779,-0.45366,0.26783,0.043759,-0.0075838,0.079381,0.39118,-0.12059,-0.33841,0.13331,-0.15854,0.35772,-0.22146,0.20291
-0.2247,0.18159,-0.25236,0.08856,-0.13634,0.14344,-0.38078,-0.10287,0.076307,0.12233,0.12513,-0.22609,-0.19363,0.16887,-0.16665,0.21534,0.6261,0.16042,0.017217,-0.067169
0.17756,0.085409,-0.037351,0.034595,-0.13755,-0.18501,-0.19888,0.14513,0.11918,0.028967,-0.20303,0.59993,-0.22444,-0.4187,-0.13504,-0.14682,0.21929,-0.10586,-0.32227,0.0028826
0.23293,0.21368,0.091893,-0.16458,-0.21049,-0.048088,-0.20912,0.18038,0.036398,0.014571,-0.090777,-0.44057,0.42196,-0.2171,0.09751,-0.16426,-0.1903,-0.4877,0.038514,-0.024026
0.2669,0.35018,0.24474,-0.24101,0.02278,0.35497,0.064239,0.12652,-0.012583,-0.044959,-0.15721,-0.53627,0.18823,-0.33406,-0.13689,0.067332,0.044139,0.010409,-0.068767,-0.22348
-0.24865,0.12913,-0.25599,-0.068853,-0.15931,-0.066971,0.10614,0.034572,0.37904,0.10673,0.2267,-0.1322,-0.46612,0.032082,0.41673,-0.24125,0.10834,0.31919,-0.099051,0.10668
-0.027567,-0.1799,0.17347,0.25122,-0.6346,-0.044876,-0.18045,0.29849,-0.17826,0.11367,-0.1739,-0.028163,-0.095518,-0.17039,-0.43271,0.059817,-0.16644,0.021791,0.020778,0.1182
0.26362,0.37995,0.21669,-0.096324,-0.014682,0.28819,0.091283,-0.041509,-0.15555,-0.017187,-0.33155,-0.65597,0.054804,0.039276,0.083078,-0.028993,-0.17525,0.086488,-0.077749,-0.12388
-0.24503,0.07842,-0.23505,-0.25673,-0.19846,-0.15188,0.39797,0.046448,0.62483,-0.067113,-0.11478,0.00098302,-0.091105,0.26269,0.1367,0.0002171,-0.082149,-0.25317,0.033066,0.11678
-0.25828,0.19837,-0.30016,0.052293,-0.045285,0.1145,-0.18167,-0.049708,0.055379,-0.21532,0.0029551,-0.045628,-0.056797,0.19334,-0.50789,0.31378,0.19067,-0.24005,0.37746,-0.25591
