0.088871,0.35974,0.24718,0.17533,-0.31049,0.10771,-0.43594,-0.19366,-0.064826,-0.038149,-0.17305,-0.57009,-0.1466,0.034515,0.069582,-0.1361,-0.16921
0.44514,-0.1427,0.083133,-0.13368,0.0043123,-0.24807,0.32192,0.22379,0.23026,-0.27964,0.11004,-0.05646,0.016506,-0.60112,0.050079,-0.077169,-0.15758
0.30219,0.17081,-0.21384,0.37686,-0.13197,-0.09606,0.50363,-0.12743,0.015425,0.29706,-0.043896,0.207,-0.22066,-0.18602,0.37669,-0.10316,0.16168
0.37523,-0.4095,0.11443,0.56643,0.15698,0.4324,0.085901,-0.052425,-0.13366,-0.053222,0.043402,0.072062,-0.065694,-0.20312,0.2184,-0.097573,-0.072611
0.1068,0.05124,-0.43127,0.063854,0.11899,0.27869,-0.21464,0.38243,0.025462,0.16143,-0.36397,-0.18627,-0.17648,-0.33709,0.25291,0.29405,0.15054
-0.23009,0.26651,0.24765,-0.23108,0.2344,0.30857,0.11362,0.10653,-0.32454,-0.36707,-0.163,-0.2148,-0.15579,0.081263,-0.1401,0.28433,0.37784
0.11995,0.28919,-0.1303,-0.065167,-0.028958,0.49618,-0.37243,0.062633,0.10395,0.018617,-0.025655,0.36404,0.21244,0.3371,-0.27845,0.028934,-0.33111
0.11842,-0.056425,-0.27928,-0.47759,-0.0070368,-0.055772,-0.27868,0.26126,-0.2183,0.16528,-0.44656,-0.1893,0.22666,-0.12835,-0.36932,0.088633,-0.072778
0.2092,-0.02351,0.037741,0.18023,-0.31983,0.046392,0.14802,0.14857,0.026426,-0.037817,-0.40683,0.00054687,0.30253,-0.51765,0.37789,0.037744,0.31936
0.20497,-0.37275,0.11864,-0.21793,0.0074637,-0.21766,-0.18796,0.23752,0.092986,-0.19801,0.070662,-0.33324,-0.37046,0.12121,-0.15151,0.43776,0.29645
0.42527,-0.22707,0.0062506,0.52216,0.20703,-0.079827,0.10516,-0.17321,0.19122,-0.038145,0.18017,0.19402,-0.24275,-0.15845,0.39606,0.23415,0.02745
0.22723,-0.28335,0.013909,-0.10679,0.17305,-0.11143,-0.25123,0.31772,0.32208,-0.011918,0.12377,-0.22389,0.19999,0.4022,-0.17604,0.48955,-0.09117
