0.2175,-0.079409,0.23585,-0.22864,-0.016156,-0.095772,0.045305,-0.56452,-0.088627,-0.31933,0.097019,0.049826,0.22728,-0.072503,-0.51978,-0.24393,-0.00030382
0.0040663,0.40863,0.13422,0.52899,-0.39619,-0.15713,0.01591,-0.19619,0.14066,0.22853,0.11077,-0.41168,0.004911,-0.037555,0.0077743,0.22174,-0.10167
0.37218,-0.23307,-0.36778,0.046691,-0.050222,0.036278,0.042277,-0.045954,-0.3378,0.45161,0.3148,0.029588,0.18469,-0.16191,0.34628,-0.23725,-0.086131
-0.23032,-0.13816,-0.046712,0.25057,-0.15249,-0.03239,-0.23028,-0.046075,-0.2347,0.10774,-0.25762,-0.52938,0.11858,-0.46695,-0.36302,0.075507,0.023386
0.23464,-0.074066,0.16915,-0.041601,-0.49313,-0.19478,-0.0017555,0.057335,-0.28641,-0.17128,-0.1875,-0.054349,0.28721,0.050163,-0.53812,-0.22887,-0.2197
-0.035371,0.30366,0.21678,-0.35336,0.0093681,0.051952,-0.14291,-0.30083,0.0095466,0.37989,0.28967,-0.54921,0.18161,-0.072998,0.19923,0.04941,-0.10286
-0.024735,0.22393,0.077746,0.010441,-0.31847,0.077467,-0.12773,0.78008,-0.17232,-0.035998,0.16322,-0.10302,0.14489,0.20166,0.22134,-0.17324,-0.043882
0.11179,0.30851,0.33848,0.016477,-0.35406,-0.12154,-0.06039,0.66831,-0.10355,-0.044113,-0.036714,-0.012429,0.11158,0.29423,-0.055682,-0.21324,-0.15909
0.3099,-0.11081,-0.10753,0.10826,-0.11037,-0.046001,0.34035,-0.21558,-0.41762,0.19486,-0.14973,-0.10094,-0.33046,-0.22616,0.18193,0.24615,-0.43905
0.28661,-0.058119,-0.1053,0.33041,0.0098205,-0.14609,0.4148,0.031163,-0.039369,0.094523,-0.32916,0.10211,0.38761,0.074974,-0.43617,-0.25104,0.24773
0.26278,-0.16549,-0.11084,-0.09707,-0.015502,0.051775,0.051831,-0.28378,-0.63081,0.0066301,0.10713,0.3738,-0.038436,-0.24977,0.29872,-0.1675,0.25574
-0.081587,-0.35101,0.16926,0.1151,-0.2145,0.38932,0.2349,-0.15663,0.045941,-0.34369,0.0234,-0.30516,0.14659,0.32735,0.43892,-0.079027,0.097509
0.31115,0.093714,-0.017807,0.33371,-0.66024,-0.28115,0.2469,-0.0094756,0.21154,0.18787,0.12356,-0.053164,0.01851,0.10513,-0.28344,-0.079518,0.10259
