0.17987,-0.47062,0.25233,-0.57992,-0.27714,0.30765,-0.39596,0.13395
0.65623,0.21137,0.18932,0.13698,-0.14771,-0.42855,0.0466,0.51228
0.41507,-0.17369,-0.35694,-0.20315,-0.44794,-0.44945,0.40881,-0.2431
0.59633,0.65172,0.11212,-0.25283,-0.096123,0.16233,0.32316,-0.05605
0.16514,-0.097627,-0.5552,0.23757,-0.19347,0.24602,-0.28693,0.6467
-0.31543,-0.44738,0.45036,0.49276,-0.15814,0.42591,-0.19748,0.096553
0.16695,-0.31421,-0.076759,-0.1373,0.18752,0.90152,-0.023729,0.013891
0.1162,0.065014,-0.1808,0.26096,-0.6962,0.33125,-0.47817,0.24169
0.42847,0.14055,0.035751,-0.54833,0.2486,-0.39265,0.091033,0.52005
0.32239,0.64984,0.25529,0.10176,-0.15488,0.022253,-0.41061,0.45293
0.67905,0.34716,-0.18371,-0.020355,-0.46909,-0.30754,0.14854,0.21797
0.32421,0.48138,0.0088376,0.22438,0.20805,0.078208,-0.27314,0.69909
-0.3188,-0.30969,0.50983,-0.18649,-0.38554,-0.51806,-0.13457,0.26947
-0.19635,0.035131,0.60458,0.60886,-0.14549,0.24667,0.3379,-0.16671
-0.49294,0.3997,-0.20763,-0.3638,-0.33596,0.18084,-0.24276,-0.46615
-0.31888,-0.20438,-0.14138,0.014179,-0.22885,0.59498,-0.49759,0.42706
0.30703,-0.032209,-0.5158,0.16157,-0.30075,0.0072089,-0.30058,0.65703
-0.077132,0.22741,-0.76964,-0.26686,-0.40335,-0.067897,-0.047402,-0.3305
0.053891,0.52809,0.20723,-0.28615,-0.41794,-0.52821,0.30593,0.21476
-0.18114,0.79075,-0.017007,-0.12476,-0.48785,-0.078213,0.25425,-0.13148
0.14765,-0.31893,0.029861,0.085608,-0.072535,-0.68303,0.36315,0.5144
0.45397,-0.074919,-0.31152,-0.23129,-0.33489,-0.37036,0.42444,-0.4564
0.18914,-0.35219,0.0039919,-0.30106,0.19664,0.81933,0.13211,0.14872
0.63186,-0.23262,-0.51687,0.15329,-0.32279,-0.30162,-0.054596,-0.24051
0.044929,0.65156,-0.35529,-0.071387,0.066825,-0.11305,0.47448,0.44693
-0.06127,-0.18516,0.42647,-0.72472,-0.052643,-0.16654,-0.47365,0.0037737
-0.30036,0.67462,0.062585,0.18553,-0.43503,-0.089005,0.10351,0.45656
0.62985,-0.26706,-0.25335,-0.00060042,-0.30397,-0.080898,0.01013,-0.60724
-0.53929,-0.13709,-0.34789,0.34264,-0.27812,0.34478,-0.081196,0.49912
-0.057949,0.69586,-0.11634,-0.27916,-0.31364,0.0057026,0.47954,0.3043
0.55505,-0.31631,0.15096,0.20869,-0.55751,-0.2178,0.22816,-0.33942
0.56786,-0.11221,-0.33175,-0.22064,-0.59185,-0.37581,0.052225,0.10932
0.0034641,-0.41256,0.29322,0.56852,0.11752,0.070351,-0.29301,-0.56212
-0.057942,0.48899,0.76815,-0.093418,-0.36495,-0.043153,-0.15181,0.025424
0.47968,-0.27159,-0.44028,-0.031219,-0.48097,-0.16284,0.067179,-0.48884
-0.40156,-0.25183,-0.25206,-0.43878,-0.50634,0.21318,0.40376,0.23328
0.42497,0.72406,0.37616,-0.19318,-0.29858,0.026256,0.019957,-0.16149
0.28593,-0.33993,-0.33276,0.1645,-0.088162,0.1968,-0.37159,0.69305
0.29496,-0.38286,-0.22714,-0.11902,-0.32745,0.52084,-0.1385,0.55043
0.1382,-0.18874,-0.70106,0.36685,0.30446,-0.34152,-0.30752,0.12375
0.17532,0.3425,-0.70202,-0.093445,0.22505,0.03646,-0.28185,0.46795
0.6673,-0.14782,-0.18022,-0.0069248,-0.35922,-0.26827,0.032148,-0.54616
0.75061,-0.13011,0.42935,-0.032145,0.19389,-0.18369,0.28247,-0.28837
0.019843,0.4419,0.55707,0.31908,-0.24878,-0.17073,-0.53852,0.10559
0.035984,0.39646,-0.27559,-0.56867,0.43443,0.13664,0.17224,0.4529
0.51003,-0.28519,0.074391,0.057886,-0.23488,0.40113,0.17389,-0.63509
0.56603,-0.31718,-0.50584,0.28434,-0.31795,-0.36372,-0.00012999,0.094283
0.64831,-0.3164,-0.40725,0.053968,-0.31441,-0.33401,0.17959,-0.26107
0.47149,-0.26789,-0.20328,-0.0010972,-0.284,0.20143,0.1868,-0.71308
-0.17717,-0.45744,0.40014,0.54793,-0.52594,-0.10888,-0.088892,0.051446
-0.36422,0.16149,-0.47571,0.13611,-0.54346,0.3537,-0.075124,0.41272
-0.13521,-0.12214,0.18559,-0.53926,-0.37209,-0.48721,-0.49559,0.14183
-0.085146,0.46556,-0.35062,0.25752,0.23864,0.13104,0.23379,0.67674
0.066215,-0.21917,-0.3871,0.38651,-0.69357,-0.022003,0.084236,0.39966
-0.0051526,0.17982,-0.21592,0.2181,0.22125,0.25183,-0.53185,0.69153
-0.088871,-0.32009,0.049691,0.2319,-0.060564,-0.67003,-0.53379,0.3096
0.029839,-0.19648,-0.62748,-0.28643,-0.32214,0.12021,0.56551,0.21611
-0.093881,0.12188,0.45751,-0.088388,-0.17599,0.83789,0.046802,-0.15488
-0.35917,0.2627,0.30511,0.38138,-0.24188,0.59393,0.10197,-0.37655
-0.72429,0.047337,-0.42582,-0.24384,-0.18192,0.13808,0.2478,-0.3447
-0.25951,0.062118,-0.42706,-0.14738,-0.10661,0.33601,-0.49179,0.5988
-0.2165,-0.022633,0.42351,0.38889,-0.18234,0.7372,0.15159,-0.14943
0.32508,0.18671,0.12677,-0.16606,-0.26477,0.6892,0.44123,0.27574
0.053577,-0.17266,-0.21459,0.084269,-0.30221,0.89579,-0.071958,-0.12337
0.037177,-0.30934,0.33428,0.59467,-0.054111,0.61996,-0.022801,0.22307
0.16621,-0.059788,0.022866,0.70966,0.062793,-0.037474,-0.10764,0.66913
-0.51372,-0.0053392,-0.71918,0.22397,0.14783,-0.31033,0.020262,-0.22388
-0.082139,0.75864,0.19879,0.045176,-0.19248,0.085383,0.50177,0.28292
0.1269,0.36809,0.12258,0.15046,-0.64108,0.15072,-0.58138,0.19759
0.075801,-0.0030707,0.22241,0.51182,0.13761,0.63567,-0.067386,0.50523
-0.085099,0.22072,0.18082,0.018764,-0.19997,-0.57332,0.37384,0.63447
0.52287,0.43916,0.081575,-0.11135,-0.69808,0.051118,0.12658,0.093496
0.59143,0.34187,0.10958,-0.082661,-0.63389,-0.20104,-0.26478,-0.046462
0.058131,-0.14901,-0.31135,-0.35138,-0.10227,0.82514,0.14777,0.20214
0.65409,-0.17706,0.18556,0.10072,-0.53676,-0.1037,0.12435,-0.42651
-0.13092,-0.08175,-0.20926,0.52025,-0.65488,0.047713,-0.35135,0.32732
0.1028,-0.33035,-0.18475,-0.24608,0.005158,0.86872,0.1624,-0.067323
-0.66842,0.14388,-0.47554,0.1252,-0.36582,-0.023428,-0.22697,-0.32374
0.16819,-0.22986,-0.2463,0.13217,0.072105,0.3671,-0.4293,0.71867
-0.37666,0.078874,-0.54293,-0.16213,-0.42668,0.40001,-0.14155,-0.41078
-0.26616,-0.63598,-0.33849,0.042636,0.10317,0.46432,-0.18197,0.38593
-0.36339,0.020405,-0.55707,0.12669,-0.56785,0.24778,-0.36219,0.16165
0.30979,0.38776,0.58104,0.35562,-0.34126,-0.011991,-0.41529,-0.023196
-0.14677,-0.44115,0.071492,0.1074,-0.082562,-0.21366,0.11753,0.83721
0.048748,0.15738,-0.035632,0.5669,-0.38319,0.096079,-0.66144,0.23799
-0.54566,0.18483,0.074347,0.27286,-0.43498,-0.3195,-0.082438,-0.53854
0.42587,-0.72925,0.091749,0.46905,-0.093958,-0.031369,-0.21752,-0.035813
0.34496,0.5836,0.2963,-0.29507,-0.39501,0.070676,0.43458,-0.12512
0.31495,0.61599,-0.42078,-0.18806,-0.27715,0.069833,0.42173,0.22225
-0.63789,-0.15194,0.36418,0.49195,-0.35675,0.10295,0.18178,0.15638
-0.032983,0.36907,0.12615,0.46663,-0.27342,-0.60485,-0.12019,0.41713
0.23777,0.49116,0.71332,-0.0039522,-0.23153,0.10308,-0.33535,-0.12918
