0.19825,0.027164,-0.043153,-0.34816,0.25127,-0.10899,-0.39645,-0.11054,0.3294,0.095266,-0.33671,0.060201,-0.00027219,-0.23136,0.30974,-0.070768,-0.26911,0.34733,0.10181
0.21582,-0.11727,-0.023579,0.035718,0.24051,0.16821,-0.11909,0.29272,-0.11959,-0.29144,-0.16283,0.042493,-0.17596,0.17721,0.43679,0.53639,0.030402,0.15512,-0.24171
-0.20083,-0.6429,0.43787,0.18809,-0.24266,-0.088599,-0.19247,0.0037669,-0.018315,0.15207,-0.20501,-0.1042,-0.143,-0.13818,-0.064365,0.10554,0.18239,-0.059033,0.21801
0.074577,-0.11438,-0.2164,-0.18446,-0.13971,-0.22846,0.29285,0.41689,-0.049878,0.034436,0.099028,-0.36642,-0.1374,0.28085,-0.16892,0.055154,-0.45685,0.040758,-0.28598
-0.3824,0.0051552,0.11178,0.10467,-0.091499,-0.63322,-0.12553,-0.33823,0.11822,0.10775,0.071364,0.38353,-0.27459,0.0519,0.0089959,0.10592,0.075307,-0.13393,-0.0053481
0.43147,-0.074839,-0.18348,-0.085649,0.17592,-0.22613,-0.41963,-0.04873,0.15728,-0.12538,0.10188,-0.055572,-0.10707,-0.39585,-0.42723,0.18789,0.22011,-0.070199,-0.11569
-0.16871,-0.00014643,-0.12106,0.0086715,-0.17065,0.29556,-0.11324,-0.20924,0.35837,0.13966,0.43242,-0.1425,0.014051,0.15372,0.49782,0.30712,-0.24117,-0.06313,-0.019244
-0.093923,0.22554,0.21566,-0.31944,0.011822,0.43595,-0.13804,0.32627,-0.28077,0.10405,0.4219,0.084168,0.021105,-0.35334,0.028897,0.027796,-0.062841,-0.10324,-0.24456
0.01002,-0.1813,-0.13083,-0.087804,-0.10844,0.1349,0.41382,-0.079461,-0.46291,0.14259,-0.40981,-0.34897,0.054287,-0.25536,0.015011,0.072594,0.13001,-0.31528,-0.14278
-0.58048,-0.42083,-0.14853,-0.0064782,0.0025102,-0.45681,0.035786,-0.3085,-0.071234,0.15393,-0.098674,0.11309,0.045575,0.033977,-0.075136,0.017908,0.20546,-0.21254,0.1041
-0.064481,-0.35351,0.60352,0.24623,-0.33313,-0.30948,-0.014795,0.19857,0.0095244,0.21244,-0.16645,-0.071201,-0.22798,-0.056803,-0.16787,0.11129,0.088596,-0.020343,0.13257
-0.45277,-0.08744,-0.16456,0.068341,0.062146,0.29438,-0.3318,-0.12361,-0.099342,-0.19028,-0.12092,-0.15663,0.15305,0.03353,-0.0054823,-0.052304,-0.21981,0.048349,0.6136
0.27208,-0.04068,-0.091891,-0.24243,-0.13848,0.08256,-0.098587,-0.086246,0.27401,-0.15087,-0.30375,0.34072,-0.28756,-0.20247,0.089091,-0.3582,-0.42412,0.23497,0.11286
0.32826,-0.0045779,-0.17254,-0.29069,-0.12108,-0.0022501,-0.09448,-0.031,0.24178,-0.41545,-0.2568,-0.023105,0.21528,-0.49227,-0.20189,0.27819,0.045646,-0.078614,0.20193
-0.27054,-0.019851,0.13398,-0.49449,-0.083515,0.38301,-0.27549,0.47631,-0.27406,0.10444,0.21205,0.097602,0.070301,-0.18917,-0.036693,-0.022182,-0.14316,0.060684,-0.016165
-0.26398,-0.053996,0.15299,-0.30727,0.050367,0.74673,-0.0041585,0.28188,0.069533,0.097978,0.16859,-0.063811,0.0028724,-0.18893,0.24628,-0.097828,-0.11014,-0.070252,0.0066291
-0.48419,0.13458,0.10241,-0.2568,0.033482,-0.3142,-0.029947,-0.3451,0.010349,0.11449,0.26515,0.2964,0.10873,-0.38459,0.13067,0.08853,0.15349,-0.25371,-0.085053
-0.63339,-0.25517,-0.074494,0.15711,-0.0622,-0.10216,0.059426,-0.37986,0.16896,-0.12786,-0.20639,0.033533,-0.094199,0.0038391,0.44658,0.1643,-0.046945,-0.092252,0.081786
-0.249,-0.27128,-0.29177,-0.034912,-0.020233,0.24665,-0.092427,0.012419,-0.1847,-0.19635,-0.21876,-0.13972,-0.60063,0.19689,0.124,-0.16482,0.30595,0.17996,0.0041312
-0.23899,-0.1603,0.1911,-0.14203,-0.045147,-0.12567,0.28158,-0.27959,-0.0045086,-0.40251,0.23667,0.15441,0.10709,0.29012,0.4957,-0.071794,0.2353,0.16373,0.12096
-0.072663,0.019931,-0.065971,-0.037829,0.052793,0.020123,-0.25453,-0.12728,0.023994,-0.11364,-0.12932,0.013451,-0.59531,-0.38402,0.17053,0.024659,0.1225,0.20972,0.53238
0.017957,-0.44686,0.40852,0.14483,-0.10751,0.055912,0.048723,0.14087,0.11601,0.10121,-0.026014,0.21536,0.41846,0.069661,0.1125,-0.40922,0.36364,-0.11013,0.0056777
-0.10247,-0.014488,0.040282,-0.36205,-0.15297,-0.23615,0.080637,-0.017505,-0.1782,-0.29242,0.23644,0.36493,0.37819,0.15671,0.30459,-0.19221,0.39528,0.10327,-0.0071119
-0.039769,-0.36507,0.5842,0.15389,-0.31363,-0.012157,-0.091118,0.30134,0.34352,-0.16119,-0.036559,0.065346,0.23899,0.11606,-0.18302,-0.15803,0.077475,-0.02938,-0.13054
-0.46217,-0.37971,-0.26474,-0.0093625,0.075219,0.49072,-0.32566,-0.14961,-0.073943,-0.080918,0.07842,-0.16208,0.033261,-0.11646,0.11821,0.026073,0.0029705,0.14127,0.3216
-0.058091,-0.14707,-0.22388,-0.027789,-0.038211,0.20322,-0.41945,0.14488,-0.19799,0.1556,-0.05398,0.0095977,-0.10575,0.44834,-0.47502,-0.26941,-0.060566,0.32116,0.027757
-0.027079,0.10067,-0.082531,-0.042006,-0.17192,-0.12664,-0.025396,0.031173,-0.35455,-0.13652,-0.0006707,-0.41933,-0.081726,0.3926,-0.14704,-0.017213,-0.63007,0.11546,-0.14183
0.050043,-0.14132,0.26877,0.11045,-0.38074,-0.08439,-0.19255,0.17562,0.38256,0.39292,0.10906,-0.095041,0.064832,0.1507,0.21253,0.22521,-0.36379,-0.30348,0.064637
-0.25297,-0.18052,-0.21964,-0.14333,0.24256,0.025745,-0.33519,-0.29179,-0.024428,0.13922,-0.27313,0.38172,-0.18657,-0.066494,0.097776,-0.33997,0.1343,0.18027,-0.34992
