0.26612,-0.1898,-0.086314,-0.20657,0.1564,0.10079,0.26091,-0.055206,0.11063,0.10548,0.3532,0.27473,0.71581,-0.036263
0.34193,-0.27313,0.23826,0.12861,0.14559,-0.27938,0.22979,-0.22132,0.20101,0.19213,0.12904,-0.60666,-0.18721,-0.19258
-0.27035,-0.39658,-0.19478,0.59433,-0.45069,0.15822,-0.0059597,0.1331,-0.066367,-0.20084,-0.076383,-0.015007,0.06023,-0.27952
0.018978,0.17471,0.00072721,-0.23278,-0.12801,0.050085,-0.047422,-0.48918,-0.57193,0.24105,0.42003,0.15773,-0.24831,0.07953
-0.25338,0.061061,-0.36092,0.097862,-0.24552,-0.41572,0.0017894,0.24197,0.22983,-0.21811,0.47311,0.32881,0.0034365,0.2612
0.37379,-0.16469,0.075617,-0.3118,-0.1782,0.093295,0.33425,-0.21461,0.29091,-0.14608,0.22213,0.53076,0.28545,-0.11614
-0.45747,0.059422,0.17931,0.09812,0.3402,-0.017215,-0.5969,0.13948,0.0023343,0.04959,0.21944,0.10493,0.31109,-0.30859
-0.18522,-0.58575,0.080007,-0.12755,0.55268,-0.098691,-0.096709,-0.43477,0.15403,0.097499,-0.16587,0.07152,-0.09238,0.10932
0.11767,-0.089477,-0.018786,-0.19031,-0.10884,0.0063724,-0.44168,-0.22163,-0.22179,-0.19864,-0.72325,-0.27065,0.012081,0.018876
-0.4476,-0.32659,0.12487,-0.31779,-0.54378,-0.33714,-0.12156,0.13582,-0.17302,-0.10376,0.2482,0.029073,0.17354,0.023692
-0.15536,-0.63329,-0.039525,0.47291,-0.3602,0.10262,-0.009725,-0.16138,-0.24369,-0.18874,0.19024,0.087781,0.066639,-0.19962
-0.46856,-0.15107,0.33308,-0.032045,-0.059023,-0.060874,-0.016307,0.33889,0.64726,-0.12006,0.099412,-0.048141,0.0053935,-0.27885
0.37149,-0.16645,-0.16853,-0.15979,0.041317,-0.12608,-0.061199,-0.0034411,0.4162,-0.56293,0.24909,0.42332,-0.062177,-0.15416
0.34672,-0.21988,-0.086793,-0.089831,0.065488,0.29717,-0.034192,0.18191,0.14426,-0.048162,0.33539,-0.37554,-0.63924,0.060759
-0.23807,-0.37475,-0.12789,-0.35443,0.57608,0.18128,0.2295,-0.34405,0.24253,0.020465,-0.17513,0.12888,-0.001366,0.13644
-0.34697,-0.1956,0.15565,-0.0012084,0.82806,0.1237,-0.17048,-0.20052,-0.032062,0.089527,0.018582,-0.019773,-0.068515,-0.17999
-0.37564,-0.49662,-0.14329,-0.36087,-0.15289,-0.49493,-0.1274,-0.16276,-0.014373,-0.16025,0.10644,0.16969,0.043993,0.28722
-0.58895,0.071865,0.15998,-0.34547,-0.33667,-0.052916,-0.1813,0.35347,0.059682,-0.15335,0.29119,-0.1034,0.22011,-0.24096
-0.12246,-0.098795,0.35601,-0.35511,-0.11172,0.014836,0.070025,0.31066,-0.10723,-0.16472,0.34593,-0.27781,-0.017582,-0.61033
-0.37075,-0.098539,-0.24125,-0.28182,-0.24515,-0.33743,-0.20264,0.015787,-0.019124,0.59006,0.28564,-0.0087502,0.17709,-0.19592
0.32778,-0.4379,0.15263,-0.14675,0.070085,0.082797,0.19884,0.17988,-0.14858,0.1116,-0.024263,-0.049015,-0.2283,-0.69474
-0.082887,-0.14735,-0.17446,0.63291,-0.085173,0.28352,-0.082381,0.0027833,0.0056592,0.31984,-0.045053,-0.10766,0.56989,0.072429
-0.14831,-0.018724,-0.61379,-0.40242,-0.19098,-0.029354,0.027173,-0.23265,0.17092,0.46586,-0.0094819,-0.19439,0.11444,0.22264
-0.17316,-0.20457,-0.35879,0.62875,-0.070378,0.3776,0.23692,-0.26628,0.091191,0.031196,0.064496,0.20347,-0.19431,0.19217
-0.4236,-0.25679,0.41911,-0.068508,0.11629,-0.096282,-0.1212,0.30536,0.57512,-0.073721,0.1288,-0.075506,0.085855,-0.27871
0.11272,-0.2621,0.25605,-0.03261,0.097734,0.3545,0.41798,0.28482,-0.13469,0.28828,-0.35392,0.35151,0.034607,0.33114
-0.26659,-0.0053013,-0.0033741,-0.23925,-0.26064,-0.0062377,-0.15523,0.26842,0.13818,0.68768,0.23651,0.18055,-0.3134,0.16964
-0.13912,0.093813,-0.2369,0.55008,0.016063,0.59352,0.012558,0.080514,-0.06116,0.020968,-0.078732,0.37612,0.031154,-0.31805
-0.15361,-0.25242,0.22077,-0.22185,-0.047824,0.14083,0.29746,0.46302,-0.031899,-0.018792,-0.24987,0.31865,0.51703,0.23891
-0.1568,-0.18512,-0.091323,-0.45164,-0.40042,0.057656,-0.18446,-0.091104,-0.10995,0.51267,0.21527,0.34863,-0.24107,0.14804
0.26363,-0.28484,-0.13641,0.14041,-0.13221,0.50206,-0.045294,0.11024,0.0057594,-0.072149,0.41989,-0.34461,0.047564,0.47407
-0.27624,-0.11646,0.31599,-0.25402,-0.11548,0.2449,0.062241,0.069993,0.20927,-0.46888,0.4054,-0.17691,0.10076,-0.44071
0.27606,-0.24811,0.31529,-0.024242,0.00033217,0.24942,-0.27313,0.13496,-0.25919,0.22328,0.36453,0.37328,-0.35697,-0.30088
0.11848,-0.02369,-0.30732,-0.22959,-0.10717,-0.15537,-0.3317,-0.1568,-0.24229,0.7371,-0.034318,-0.16757,-0.19102,0.015787
