0.063855,-0.32551,-0.21613,-0.091887,-0.35121,-0.4,-0.063559,0.24428,0.11227,0.30032,0.035493,-0.058851,0.13702,0.15172,0.21474,-0.33602,-0.2059,0.080084,-0.36141
0.31979,0.091936,-0.043135,0.006849,0.036823,0.13732,-0.11435,-0.27196,-0.084327,0.073419,0.014268,0.26786,-0.3436,0.41999,-0.16142,0.1949,-0.21057,0.38976,-0.3754
0.27457,-0.13627,0.2401,-0.26479,-0.19605,0.58152,0.09203,-0.099915,0.058616,-0.14561,-0.097788,0.27421,0.34436,-0.049418,-0.10276,0.016501,-0.3561,-0.088637,-0.08552
0.33766,0.36169,0.013818,-0.22585,-0.11955,-0.027498,-0.42882,-0.039741,0.1174,-0.083588,0.10381,-0.042371,0.038967,0.091539,0.59302,0.27395,-0.041615,0.02744,0.17608
0.12632,-0.047632,0.51182,0.058084,0.14899,-0.15953,-0.17935,0.030912,0.10526,0.092722,-0.2962,-0.33529,0.30611,0.44844,0.053436,-0.050158,-0.068835,-0.26826,0.1974
-0.18285,-0.22239,-0.20571,-0.031936,0.33541,0.0034034,-0.18784,-0.066518,0.25157,-0.039573,-0.34368,-0.050706,-0.29491,0.028696,-0.33268,-0.50669,0.27971,-0.0083167,-0.04998
0.10294,-0.26645,0.056229,0.028888,-0.016473,-0.55218,-0.071336,-0.46205,-0.30488,-0.3945,0.045197,0.060156,0.088604,-0.061824,-0.091051,-0.12226,-0.11087,0.25881,0.14908
0.12082,0.049209,0.23636,0.10566,0.29823,-0.30921,0.38332,-0.35663,-0.0141,-0.1547,-0.35892,-0.2057,0.034562,0.18095,0.27971,-0.36242,0.10736,-0.044203,0.070785
0.26774,0.052515,0.096887,-0.54636,-0.12958,0.21522,-0.039525,-0.22573,-0.12873,0.012403,-0.425,0.18463,-0.21593,0.055917,0.039902,0.11914,-0.17386,-0.38143,-0.17129
0.23379,0.41498,-0.074806,-0.25029,0.23038,-0.18863,0.12788,-0.077249,0.042142,0.10601,0.044283,-0.090296,-0.015532,0.21683,-0.37424,-0.35876,0.21762,0.44334,0.10423
0.38138,0.213,0.082575,0.011591,-0.20554,0.4,-0.061672,0.20384,0.15684,0.12504,0.12382,-0.0082336,-0.026751,0.43076,-0.071817,0.34102,-0.23977,0.058493,-0.36106
0.20526,0.23456,0.091982,-0.48391,0.39936,-0.2235,0.12235,-0.1364,-0.13887,0.14423,0.32262,-0.34806,0.072558,0.077072,-0.25645,-0.1835,0.12048,0.13971,0.084876
-0.15559,-0.16385,-0.2186,-0.33747,-0.0223,0.079812,0.039193,0.22322,0.16067,0.025132,-0.049248,-0.24046,0.58724,-0.1299,-0.075169,-0.18787,0.055899,0.17519,-0.45372
-0.1098,0.040384,-0.32639,-0.016864,0.44054,0.069429,0.15544,0.30619,-0.16394,-0.14802,0.25165,0.25272,0.025439,0.27042,0.07784,-0.3196,0.034256,-0.37176,-0.25565
-0.40472,0.32043,0.13269,-0.18087,-0.2744,-0.22304,0.20464,-0.10185,-0.040104,-0.131,-0.48777,0.12651,-0.14845,-0.27499,0.12586,0.065171,0.16492,0.076919,-0.28697
-0.13168,-0.081742,0.1676,-0.20667,0.097999,-0.0075589,-0.21476,-0.35129,0.06249,-0.075758,-0.54534,-0.26466,-0.3426,-0.041409,0.26049,-0.092283,0.088465,0.36934,-0.095899
0.18552,0.020465,0.42591,-0.107,0.14827,-0.03825,-0.10371,0.097796,0.13656,0.051039,-0.15093,-0.18367,0.25096,0.59938,0.21976,0.12765,-0.028495,0.35867,-0.18573
-0.07241,0.20537,0.7073,-0.15092,-0.19517,0.068215,0.057388,0.19676,0.1475,-0.13385,0.037052,0.29072,-0.024056,0.0045507,0.13539,-0.25811,-0.12123,-0.31353,0.14375
0.039587,0.26551,-0.09302,-0.24167,-0.13899,0.49146,0.10085,-0.30807,-0.059889,-0.03669,0.1188,-0.0059448,0.23648,-0.10756,0.094057,-0.26905,0.059226,0.55489,0.12545
-0.11107,0.58873,-0.032786,0.026413,-0.16865,0.29191,-0.32495,0.14704,0.14267,-0.14896,0.26032,-0.025455,-0.10815,0.19961,0.11679,-0.37417,0.11467,-0.17622,0.19511
0.10637,-0.18177,0.055931,-0.17997,0.12178,0.43549,0.22291,-0.20822,-0.22278,0.10202,0.081073,0.34837,0.0030205,0.19833,-0.37128,0.014644,-0.28112,-0.40148,0.13038
